"success","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","button_pressed","key_press","part","timestamp","unshuffled_button","correct_response","correct_button","correct","value"
"true","fullscreen","0","3847","0.0-0.0","A115","
","
","
","
","
","","","","","","","","","","",""
"","pavlovia","1","3849","0.0-1.0","A115","
","
","
","
","
","","","","","","","","","","",""
"","html-button-response","2","5324","0.0-2.0","A115","
","
","
","
","
","1473.0000000000018","<p>Welcome! Press START to begin.</p><br>","0","","","","","","","",""
"","audio-button-response","3","18123","0.0-3.0","A115","
","
","
","
","
","12753","audio/mars_instructions_slide2.wav","0","","","","","","","",""
"","audio-button-response","4","34354","0.0-4.0","A115","
","
","
","
","
","16229","audio/mars_instructions_slide3.wav","0","","","","","","","",""
"","html-keyboard-response","5","34856","0.0-5.0-0.0","A115","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-16 19:47:43.213","","","","",""
"","mars-trial","6","45755","0.0-5.0-1.0","A115","
","
","
","
","
","8794.999999999993","<img style='border: 4px solid darkgrey;' src='practice/pt1_M1.png'></img>","0","","practice","","0","<img src='practice/pt1_T1.png'></img>","0","true",""
"","html-keyboard-response","7","46257","0.0-6.0-0.0","A115","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-16 19:47:54.614","","","","",""
"","mars-trial","8","51286","0.0-6.0-1.0","A115","
","
","
","
","
","2925","<img style='border: 4px solid darkgrey;' src='practice/pt2_M1.png'></img>","0","","practice","","0","<img src='practice/pt2_T1.png'></img>","0","true",""
"","html-keyboard-response","9","51788","0.0-7.0-0.0","A115","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-16 19:48:00.145","","","","",""
"","mars-trial","10","56068","0.0-7.0-1.0","A115","
","
","
","
","
","2177","<img style='border: 4px solid darkgrey;' src='practice/pt3_M1.png'></img>","2","","practice","","0","<img src='practice/pt3_T1.png'></img>","0","true",""
"","audio-button-response","11","59393","0.0-8.0","A115","
","
","
","
","
","3323.9999999999927","audio/mars_instructions_slide4.wav","0","","","","","","","",""
"","call-function","12","59393","0.0-9.0","A115","
","
","
","
","
","","","","","","","","","","",""
