"success","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","button_pressed","key_press","part","timestamp","unshuffled_button","correct_response","correct_button","correct","value"
"true","fullscreen","0","3786","0.0-0.0","582","
","
","
","
","
","","","","","","","","","","",""
"","pavlovia","1","3788","0.0-1.0","582","
","
","
","
","
","","","","","","","","","","",""
"","html-button-response","2","5496","0.0-2.0","582","
","
","
","
","
","1706","<p>Welcome! Press START to begin.</p><br>","0","","","","","","","",""
"","audio-button-response","3","19489","0.0-3.0","582","
","
","
","
","
","13988","audio/mars_instructions_slide2.wav","0","","","","","","","",""
"","audio-button-response","4","34839","0.0-4.0","582","
","
","
","
","
","15348","audio/mars_instructions_slide3.wav","0","","","","","","","",""
"","html-keyboard-response","5","35341","0.0-5.0-0.0","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:10:20.628","","","","",""
"","mars-trial","6","45833","0.0-5.0-1.0","582","
","
","
","
","
","8386","<img style='border: 4px solid darkgrey;' src='practice/pt1_M1.png'></img>","3","","practice","","0","<img src='practice/pt1_T1.png'></img>","0","true",""
"","html-keyboard-response","7","46336","0.0-6.0-0.0","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:10:31.623","","","","",""
"","mars-trial","8","52232","0.0-6.0-1.0","582","
","
","
","
","
","3792.0000000000073","<img style='border: 4px solid darkgrey;' src='practice/pt2_M1.png'></img>","0","","practice","","0","<img src='practice/pt2_T1.png'></img>","0","true",""
"","html-keyboard-response","9","52735","0.0-7.0-0.0","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:10:38.022","","","","",""
"","mars-trial","10","56504","0.0-7.0-1.0","582","
","
","
","
","
","1665","<img style='border: 4px solid darkgrey;' src='practice/pt3_M1.png'></img>","1","","practice","","0","<img src='practice/pt3_T1.png'></img>","0","true",""
"","audio-button-response","11","59766","0.0-8.0","582","
","
","
","
","
","3261.9999999999927","audio/mars_instructions_slide4.wav","0","","","","","","","",""
"","call-function","12","59767","0.0-9.0","582","
","
","
","
","
","","","","","","","","","","",""
"","html-keyboard-response","13","60268","0.0-10.0-0.0","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:10:45.555","","","","",""
"","mars-trial","14","62396","0.0-10.0-1.0","582","
","
","
","
","
","1524","<img style='border: 4px solid darkgrey;' src='img/tf1_1_M_ss3.jpeg'></img>","3","","exp","","0","<img src='img/tf1_1_T1_ss3_md.jpeg'></img>","0","true",""
"","html-keyboard-response","15","62898","0.0-10.0-0.1","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:10:48.185","","","","",""
"","mars-trial","16","65980","0.0-10.0-1.1","582","
","
","
","
","
","2479.0000000000146","<img style='border: 4px solid darkgrey;' src='img/tf1_2_M_ss1.jpeg'></img>","2","","exp","","0","<img src='img/tf1_2_T1_ss1_md.jpeg'></img>","0","true",""
"","html-keyboard-response","17","66482","0.0-10.0-0.2","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:10:51.769","","","","",""
"","mars-trial","18","70203","0.0-10.0-1.2","582","
","
","
","
","
","3118","<img style='border: 4px solid darkgrey;' src='img/tf1_3_M_ss2.jpeg'></img>","1","","exp","","0","<img src='img/tf1_3_T1_ss2_md.jpeg'></img>","0","true",""
"","html-keyboard-response","19","70705","0.0-10.0-0.3","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:10:55.992","","","","",""
"","mars-trial","20","75020","0.0-10.0-1.3","582","
","
","
","
","
","3711","<img style='border: 4px solid darkgrey;' src='img/tf1_4_M_ss3.jpeg'></img>","1","","exp","","0","<img src='img/tf1_4_T1_ss3_md.jpeg'></img>","0","true",""
"","html-keyboard-response","21","75522","0.0-10.0-0.4","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:11:00.809","","","","",""
"","mars-trial","22","77964","0.0-10.0-1.4","582","
","
","
","
","
","1838","<img style='border: 4px solid darkgrey;' src='img/tf1_5_M_ss1.jpeg'></img>","3","","exp","","0","<img src='img/tf1_5_T1_ss1_md.jpeg'></img>","0","true",""
"","html-keyboard-response","23","78466","0.0-10.0-0.5","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:11:03.753","","","","",""
"","mars-trial","24","89684","0.0-10.0-1.5","582","
","
","
","
","
","10614","<img style='border: 4px solid darkgrey;' src='img/tf1_6_M_ss2.jpeg'></img>","0","","exp","","0","<img src='img/tf1_6_T1_ss2_md.jpeg'></img>","0","true",""
"","html-keyboard-response","25","90186","0.0-10.0-0.6","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:11:15.473","","","","",""
"","mars-trial","26","96908","0.0-10.0-1.6","582","
","
","
","
","
","6118","<img style='border: 4px solid darkgrey;' src='img/tf1_7_M_ss3.jpeg'></img>","3","","exp","","0","<img src='img/tf1_7_T1_ss3_md.jpeg'></img>","0","true",""
"","html-keyboard-response","27","97410","0.0-10.0-0.7","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:11:22.697","","","","",""
"","mars-trial","28","103372","0.0-10.0-1.7","582","
","
","
","
","
","5358","<img style='border: 4px solid darkgrey;' src='img/tf1_8_M_ss1.jpeg'></img>","1","","exp","","0","<img src='img/tf1_8_T1_ss1_md.jpeg'></img>","0","true",""
"","html-keyboard-response","29","103874","0.0-10.0-0.8","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:11:29.161","","","","",""
"","mars-trial","30","111636","0.0-10.0-1.8","582","
","
","
","
","
","7158","<img style='border: 4px solid darkgrey;' src='img/tf1_9_M_ss2.jpeg'></img>","3","","exp","","0","<img src='img/tf1_9_T1_ss2_md.jpeg'></img>","0","true",""
"","html-keyboard-response","31","112138","0.0-10.0-0.9","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:11:37.425","","","","",""
"","mars-trial","32","141373","0.0-10.0-1.9","582","
","
","
","
","
","28631","<img style='border: 4px solid darkgrey;' src='img/tf1_10_M_ss3.jpeg'></img>","2","","exp","","1","<img src='img/tf1_10_T1_ss3_md.jpeg'></img>","0","false",""
"","html-keyboard-response","33","141874","0.0-10.0-0.10","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:12:07.162","","","","",""
"","mars-trial","34","154548","0.0-10.0-1.10","582","
","
","
","
","
","12070","<img style='border: 4px solid darkgrey;' src='img/tf1_11_M_ss1.jpeg'></img>","1","","exp","","1","<img src='img/tf1_11_T1_ss1_md.jpeg'></img>","0","false",""
"","html-keyboard-response","35","155049","0.0-10.0-0.11","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:12:20.336","","","","",""
"","mars-trial","36","167748","0.0-10.0-1.11","582","
","
","
","
","
","12096","<img style='border: 4px solid darkgrey;' src='img/tf1_12_M_ss2.jpeg'></img>","1","","exp","","2","<img src='img/tf1_12_T1_ss2_md.jpeg'></img>","0","false",""
"","html-keyboard-response","37","168249","0.0-10.0-0.12","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:12:33.536","","","","",""
"","mars-trial","38","176507","0.0-10.0-1.12","582","
","
","
","
","
","7655","<img style='border: 4px solid darkgrey;' src='img/tf1_13_M_ss3.jpeg'></img>","2","","exp","","1","<img src='img/tf1_13_T1_ss3_md.jpeg'></img>","0","false",""
"","html-keyboard-response","39","177009","0.0-10.0-0.13","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:12:42.296","","","","",""
"","mars-trial","40","182748","0.0-10.0-1.13","582","
","
","
","
","
","5135","<img style='border: 4px solid darkgrey;' src='img/tf1_14_M_ss1.jpeg'></img>","1","","exp","","1","<img src='img/tf1_14_T1_ss1_md.jpeg'></img>","0","false",""
"","html-keyboard-response","41","183249","0.0-10.0-0.14","582","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-06-20 17:12:48.537","","","","",""
"","mars-trial","42","186972","0.0-10.0-1.14","582","
","
","
","
","
","3119","<img style='border: 4px solid darkgrey;' src='img/tf1_15_M_ss2.jpeg'></img>","2","","exp","","3","<img src='img/tf1_15_T1_ss2_md.jpeg'></img>","0","false",""
