"success","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","button_pressed","key_press","part","timestamp","unshuffled_button","correct_response","correct_button","correct","value"
"true","fullscreen","0","3934","0.0-0.0","957","
","
","
","
","
","","","","","","","","","","",""
"","pavlovia","1","3935","0.0-1.0","957","
","
","
","
","
","","","","","","","","","","",""
"","html-button-response","2","4729","0.0-2.0","957","
","
","
","
","
","793","<p>Welcome! Press START to begin.</p><br>","0","","","","","","","",""
"","audio-button-response","3","27792","0.0-3.0","957","
","
","
","
","
","23062.000000000004","audio/mars_instructions_slide2.wav","0","","","","","","","",""
"","audio-button-response","4","45147","0.0-4.0","957","
","
","
","
","
","17355","audio/mars_instructions_slide3.wav","0","","","","","","","",""
"","html-keyboard-response","5","45649","0.0-5.0-0.0","957","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-01 04:17:46.370","","","","",""
"","mars-trial","6","57680","0.0-5.0-1.0","957","
","
","
","
","
","9927","<img style='border: 4px solid darkgrey;' src='practice/pt1_M1.png'></img>","2","","practice","","3","<img src='practice/pt1_T1.png'></img>","0","false",""
"","html-keyboard-response","7","58181","0.0-5.1-0.1","957","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-01 04:17:58.902","","","","",""
"","mars-trial","8","71083","0.0-5.1-1.1","957","
","
","
","
","
","10799","<img style='border: 4px solid darkgrey;' src='practice/pt1_M1.png'></img>","3","","practice","","0","<img src='practice/pt1_T1.png'></img>","0","true",""
"","html-keyboard-response","9","71583","0.0-6.0-0.0","957","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-01 04:18:12.304","","","","",""
"","mars-trial","10","76661","0.0-6.0-1.0","957","
","
","
","
","
","2974.9999999999854","<img style='border: 4px solid darkgrey;' src='practice/pt2_M1.png'></img>","1","","practice","","0","<img src='practice/pt2_T1.png'></img>","0","true",""
"","html-keyboard-response","11","77162","0.0-7.0-0.0","957","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-01 04:18:17.883","","","","",""
"","mars-trial","12","82291","0.0-7.0-1.0","957","
","
","
","
","
","3026","<img style='border: 4px solid darkgrey;' src='practice/pt3_M1.png'></img>","0","","practice","","0","<img src='practice/pt3_T1.png'></img>","0","true",""
"","audio-button-response","13","84296","0.0-8.0","957","
","
","
","
","
","2004","audio/mars_instructions_slide4.wav","0","","","","","","","",""
"","call-function","14","84296","0.0-9.0","957","
","
","
","
","
","","","","","","","","","","",""
"","html-keyboard-response","15","84797","0.0-10.0-0.0","957","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-01 04:18:25.519","","","","",""
"","mars-trial","16","87137","0.0-10.0-1.0","957","
","
","
","
","
","1736","<img style='border: 4px solid darkgrey;' src='img/tf1_1_M_ss3.jpeg'></img>","0","","exp","","0","<img src='img/tf1_1_T1_ss3_md.jpeg'></img>","0","true",""
