"success","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","rt","stimulus","button_pressed","key_press","part","timestamp","unshuffled_button","correct_response","correct_button","correct","value"
"true","fullscreen","0","2317","0.0-0.0","A1353","
","
","
","
","
","","","","","","","","","","",""
"","pavlovia","1","2324","0.0-1.0","A1353","
","
","
","
","
","","","","","","","","","","",""
"","html-button-response","2","3749","0.0-2.0","A1353","
","
","
","
","
","1422.999999999999","<p>Welcome! Press START to begin.</p><br>","0","","","","","","","",""
"","audio-button-response","3","22488","0.0-3.0","A1353","
","
","
","
","
","18703","audio/mars_instructions_slide2.wav","0","","","","","","","",""
"","audio-button-response","4","29504","0.0-4.0","A1353","
","
","
","
","
","7014.999999999996","audio/mars_instructions_slide3.wav","0","","","","","","","",""
"","html-keyboard-response","5","30006","0.0-5.0-0.0","A1353","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-19 22:30:07.618","","","","",""
"","mars-trial","6","60732","0.0-5.0-1.0","A1353","
","
","
","
","
","28623.000000000007","<img style='border: 4px solid darkgrey;' src='practice/pt1_M1.png'></img>","2","","practice","","2","<img src='practice/pt1_T1.png'></img>","0","false",""
"","html-keyboard-response","7","61233","0.0-5.1-0.1","A1353","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-19 22:30:38.846","","","","",""
"","mars-trial","8","66036","0.0-5.1-1.1","A1353","
","
","
","
","
","2700.0000000000073","<img style='border: 4px solid darkgrey;' src='practice/pt1_M1.png'></img>","0","","practice","","0","<img src='practice/pt1_T1.png'></img>","0","true",""
"","html-keyboard-response","9","66537","0.0-6.0-0.0","A1353","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-19 22:30:44.149","","","","",""
"","mars-trial","10","72857","0.0-6.0-1.0","A1353","
","
","
","
","
","4216","<img style='border: 4px solid darkgrey;' src='practice/pt2_M1.png'></img>","1","","practice","","0","<img src='practice/pt2_T1.png'></img>","0","true",""
"","html-keyboard-response","11","73358","0.0-7.0-0.0","A1353","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-19 22:30:50.970","","","","",""
"","mars-trial","12","77225","0.0-7.0-1.0","A1353","
","
","
","
","
","1762","<img style='border: 4px solid darkgrey;' src='practice/pt3_M1.png'></img>","3","","practice","","0","<img src='practice/pt3_T1.png'></img>","0","true",""
"","audio-button-response","13","79027","0.0-8.0","A1353","
","
","
","
","
","1802.0000000000146","audio/mars_instructions_slide4.wav","0","","","","","","","",""
"","call-function","14","79028","0.0-9.0","A1353","
","
","
","
","
","","","","","","","","","","",""
"","html-keyboard-response","15","79530","0.0-10.0-0.0","A1353","
","
","
","
","
","null","<div style=""font-size:60px;"">+</div>","","null","fixation","2021-07-19 22:30:57.142","","","","",""
