"","sub_id","likelihood_prop","riskiness_prop","benefits_prop","CDI_prop","Ethical_prop","Ethical_likelihood_prop","Ethical_riskiness_prop","Ethical_benefits_prop","Social_prop","Social_likelihood_prop","Social_riskiness_prop","Social_benefits_prop","Recreational_prop","Recreational_likelihood_prop","Recreational_riskiness_prop","Recreational_benefits_prop","Financial_prop","Financial_likelihood_prop","Financial_riskiness_prop","Financial_benefits_prop","HS_prop","HS_likelihood_prop","HS_riskiness_prop","HS_benefits_prop","attention_prop"
"38","A121",0.523809523809524,0.571428571428571,0.442857142857143,0.116666666666667,0.396825396825397,0.30952380952381,0.547619047619048,0.333333333333333,0.619047619047619,0.80952380952381,0.380952380952381,0.666666666666667,0.619047619047619,0.619047619047619,0.666666666666667,0.571428571428571,0.507936507936508,0.452380952380952,0.666666666666667,0.404761904761905,0.420634920634921,0.428571428571429,0.595238095238095,0.238095238095238,1
"39","A115",0.623809523809524,0.442857142857143,0.39047619047619,0.283333333333333,0.317460317460317,0.404761904761905,0.261904761904762,0.285714285714286,0.547619047619048,0.833333333333333,0.30952380952381,0.5,0.5,0.666666666666667,0.452380952380952,0.380952380952381,0.611111111111111,0.69047619047619,0.619047619047619,0.523809523809524,0.452380952380952,0.523809523809524,0.571428571428571,0.261904761904762,1
"40","A1379",0.452380952380952,0.595238095238095,0.452380952380952,0.166666666666667,0.444444444444444,0.380952380952381,0.5,0.452380952380952,0.492063492063492,0.666666666666667,0.333333333333333,0.476190476190476,0.53968253968254,0.595238095238095,0.666666666666667,0.357142857142857,0.650793650793651,0.380952380952381,0.761904761904762,0.80952380952381,0.373015873015873,0.238095238095238,0.714285714285714,0.166666666666667,1
"41","A1353",0.49047619047619,0.642857142857143,0.371428571428571,0.233333333333333,0.515873015873016,0.5,0.738095238095238,0.30952380952381,0.563492063492063,0.69047619047619,0.404761904761905,0.595238095238095,0.531746031746032,0.619047619047619,0.666666666666667,0.30952380952381,0.523809523809524,0.380952380952381,0.714285714285714,0.476190476190476,0.373015873015873,0.261904761904762,0.69047619047619,0.166666666666667,0.25
"42","A161",0.366666666666667,0.661904761904762,0.252380952380952,0.283333333333333,0.412698412698413,0.333333333333333,0.69047619047619,0.214285714285714,0.5,0.642857142857143,0.428571428571429,0.428571428571429,0.388888888888889,0.238095238095238,0.738095238095238,0.19047619047619,0.484126984126984,0.333333333333333,0.833333333333333,0.285714285714286,0.349206349206349,0.285714285714286,0.619047619047619,0.142857142857143,1
"43","A294",0.40952380952381,0.614285714285714,0.40952380952381,0.1,0.492063492063492,0.380952380952381,0.547619047619048,0.547619047619048,0.547619047619048,0.714285714285714,0.380952380952381,0.547619047619048,0.46031746031746,0.30952380952381,0.595238095238095,0.476190476190476,0.428571428571429,0.214285714285714,0.880952380952381,0.19047619047619,0.46031746031746,0.428571428571429,0.666666666666667,0.285714285714286,1
"44","A1406",0.428571428571429,0.723809523809524,0.485714285714286,0.183333333333333,0.492063492063492,0.285714285714286,0.928571428571429,0.261904761904762,0.555555555555556,0.547619047619048,0.595238095238095,0.523809523809524,0.603174603174603,0.69047619047619,0.523809523809524,0.595238095238095,0.642857142857143,0.357142857142857,0.833333333333333,0.738095238095238,0.436507936507937,0.261904761904762,0.738095238095238,0.30952380952381,1
"45","A385",0.285714285714286,0.642857142857143,0.395238095238095,0.0666666666666667,0.436507936507937,0.214285714285714,0.571428571428571,0.523809523809524,0.484126984126984,0.5,0.571428571428571,0.380952380952381,0.46031746031746,0.333333333333333,0.571428571428571,0.476190476190476,0.420634920634921,0.214285714285714,0.69047619047619,0.357142857142857,0.404761904761905,0.166666666666667,0.80952380952381,0.238095238095238,1
"46","A675",0.70952380952381,0.461904761904762,0.533333333333333,0.266666666666667,0.452380952380952,0.428571428571429,0.404761904761905,0.523809523809524,0.579365079365079,0.785714285714286,0.380952380952381,0.571428571428571,0.634920634920635,0.761904761904762,0.571428571428571,0.571428571428571,0.611111111111111,0.857142857142857,0.404761904761905,0.571428571428571,0.563492063492063,0.714285714285714,0.547619047619048,0.428571428571429,1
"47","A1232",0.485714285714286,0.504761904761905,0.376190476190476,0.0166666666666667,0.444444444444444,0.333333333333333,0.642857142857143,0.357142857142857,0.547619047619048,0.714285714285714,0.452380952380952,0.476190476190476,0.46031746031746,0.547619047619048,0.380952380952381,0.452380952380952,0.444444444444444,0.428571428571429,0.476190476190476,0.428571428571429,0.380952380952381,0.404761904761905,0.571428571428571,0.166666666666667,1
"48","A1354",0.40952380952381,0.666666666666667,0.476190476190476,0.233333333333333,0.468253968253968,0.261904761904762,0.785714285714286,0.357142857142857,0.555555555555556,0.547619047619048,0.476190476190476,0.642857142857143,0.571428571428571,0.571428571428571,0.452380952380952,0.69047619047619,0.547619047619048,0.452380952380952,0.738095238095238,0.452380952380952,0.444444444444444,0.214285714285714,0.880952380952381,0.238095238095238,1
"49","A1411",0.433333333333333,0.757142857142857,0.342857142857143,0.0333333333333333,0.5,0.452380952380952,0.761904761904762,0.285714285714286,0.634920634920635,0.761904761904762,0.452380952380952,0.69047619047619,0.5,0.333333333333333,0.880952380952381,0.285714285714286,0.476190476190476,0.30952380952381,0.857142857142857,0.261904761904762,0.444444444444444,0.30952380952381,0.833333333333333,0.19047619047619,1
"50","A217",0.371428571428571,0.752380952380952,0.547619047619048,0.183333333333333,0.626984126984127,0.476190476190476,0.785714285714286,0.619047619047619,0.595238095238095,0.571428571428571,0.595238095238095,0.619047619047619,0.555555555555556,0.285714285714286,0.69047619047619,0.69047619047619,0.523809523809524,0.285714285714286,0.785714285714286,0.5,0.484126984126984,0.238095238095238,0.904761904761905,0.30952380952381,1
"51","A577",0.361904761904762,0.604761904761905,0.223809523809524,0,0.373015873015873,0.166666666666667,0.785714285714286,0.166666666666667,0.46031746031746,0.642857142857143,0.428571428571429,0.30952380952381,0.357142857142857,0.261904761904762,0.666666666666667,0.142857142857143,0.436507936507937,0.428571428571429,0.523809523809524,0.357142857142857,0.357142857142857,0.30952380952381,0.619047619047619,0.142857142857143,1
"52","A480",0.371428571428571,0.704761904761905,0.39047619047619,0.35,0.468253968253968,0.380952380952381,0.666666666666667,0.357142857142857,0.563492063492063,0.642857142857143,0.476190476190476,0.571428571428571,0.507936507936508,0.357142857142857,0.761904761904762,0.404761904761905,0.484126984126984,0.261904761904762,0.857142857142857,0.333333333333333,0.420634920634921,0.214285714285714,0.761904761904762,0.285714285714286,1
"53","A137",0.385714285714286,0.747619047619048,0.385714285714286,0.233333333333333,0.492063492063492,0.238095238095238,0.904761904761905,0.333333333333333,0.547619047619048,0.571428571428571,0.523809523809524,0.547619047619048,0.53968253968254,0.5,0.714285714285714,0.404761904761905,0.515873015873016,0.428571428571429,0.666666666666667,0.452380952380952,0.436507936507937,0.19047619047619,0.928571428571429,0.19047619047619,1
