"","sub_id","likelihood_prop","riskiness_prop","benefits_prop","CDI_prop","Ethical_prop","Ethical_likelihood_prop","Ethical_riskiness_prop","Ethical_benefits_prop","Social_prop","Social_likelihood_prop","Social_riskiness_prop","Social_benefits_prop","Financial_prop","Financial_likelihood_prop","Financial_riskiness_prop","Financial_benefits_prop","HS_prop","HS_likelihood_prop","HS_riskiness_prop","HS_benefits_prop","Recreational_prop","Recreational_likelihood_prop","Recreational_riskiness_prop","Recreational_benefits_prop","attention_prop"
"1",115,0.342857142857143,0.575,0.317857142857143,0.134615384615385,0.365079365079365,0.206349206349206,0.714285714285714,0.174603174603175,0.488095238095238,0.571428571428571,0.410714285714286,0.482142857142857,0.297619047619048,0.196428571428571,0.410714285714286,0.285714285714286,0.417989417989418,0.317460317460317,0.634920634920635,0.301587301587302,0.523809523809524,0.476190476190476,0.714285714285714,0.380952380952381,0.75
"2",116,0.492857142857143,0.639285714285714,0.378571428571429,0.25,0.481481481481481,0.444444444444444,0.666666666666667,0.333333333333333,0.613095238095238,0.767857142857143,0.5,0.571428571428571,0.380952380952381,0.25,0.625,0.267857142857143,0.444444444444444,0.428571428571429,0.666666666666667,0.238095238095238,0.642857142857143,0.619047619047619,0.761904761904762,0.547619047619048,1
"3",110,0.589285714285714,0.360714285714286,0.510714285714286,0.307692307692308,0.365079365079365,0.349206349206349,0.46031746031746,0.285714285714286,0.541666666666667,0.660714285714286,0.375,0.589285714285714,0.452380952380952,0.571428571428571,0.25,0.535714285714286,0.455026455026455,0.603174603174603,0.317460317460317,0.444444444444444,0.69047619047619,0.857142857142857,0.404761904761905,0.80952380952381,1
"4",109,0.467857142857143,0.539285714285714,0.282142857142857,0.115384615384615,0.402116402116402,0.301587301587302,0.714285714285714,0.19047619047619,0.446428571428571,0.660714285714286,0.392857142857143,0.285714285714286,0.333333333333333,0.321428571428571,0.285714285714286,0.392857142857143,0.428571428571429,0.380952380952381,0.73015873015873,0.174603174603175,0.579365079365079,0.785714285714286,0.523809523809524,0.428571428571429,1
"5",124,0.4,0.757142857142857,0.396428571428571,0.288461538461538,0.481481481481481,0.285714285714286,0.920634920634921,0.238095238095238,0.68452380952381,0.696428571428571,0.642857142857143,0.714285714285714,0.482142857142857,0.339285714285714,0.571428571428571,0.535714285714286,0.46031746031746,0.222222222222222,0.904761904761905,0.253968253968254,0.484126984126984,0.523809523809524,0.69047619047619,0.238095238095238,1
"6",230,0.471428571428571,0.667857142857143,0.478571428571429,0.423076923076923,0.560846560846561,0.380952380952381,0.73015873015873,0.571428571428571,0.601190476190476,0.660714285714286,0.625,0.517857142857143,0.589285714285714,0.392857142857143,0.767857142857143,0.607142857142857,0.433862433862434,0.476190476190476,0.587301587301587,0.238095238095238,0.515873015873016,0.452380952380952,0.619047619047619,0.476190476190476,1
"7",183,0.439285714285714,0.614285714285714,0.203571428571429,0.384615384615385,0.396825396825397,0.317460317460317,0.666666666666667,0.206349206349206,0.44047619047619,0.660714285714286,0.428571428571429,0.232142857142857,0.386904761904762,0.392857142857143,0.517857142857143,0.25,0.444444444444444,0.428571428571429,0.761904761904762,0.142857142857143,0.428571428571429,0.404761904761905,0.69047619047619,0.19047619047619,1
"8",209,0.553571428571429,0.685714285714286,0.328571428571429,0.115384615384615,0.507936507936508,0.301587301587302,0.936507936507937,0.285714285714286,0.488095238095238,0.607142857142857,0.535714285714286,0.321428571428571,0.601190476190476,0.589285714285714,0.75,0.464285714285714,0.455026455026455,0.53968253968254,0.634920634920635,0.19047619047619,0.587301587301587,0.833333333333333,0.5,0.428571428571429,1
"9",160,0.45,0.535714285714286,0.342857142857143,0.0769230769230769,0.37037037037037,0.158730158730159,0.603174603174603,0.349206349206349,0.541666666666667,0.732142857142857,0.410714285714286,0.482142857142857,0.464285714285714,0.410714285714286,0.464285714285714,0.517857142857143,0.428571428571429,0.53968253968254,0.603174603174603,0.142857142857143,0.412698412698413,0.428571428571429,0.595238095238095,0.214285714285714,1
"10",166,0.482142857142857,0.657142857142857,0.282142857142857,0.153846153846154,0.428571428571429,0.380952380952381,0.698412698412698,0.206349206349206,0.452380952380952,0.589285714285714,0.428571428571429,0.339285714285714,0.470238095238095,0.5,0.517857142857143,0.392857142857143,0.492063492063492,0.396825396825397,0.920634920634921,0.158730158730159,0.547619047619048,0.595238095238095,0.69047619047619,0.357142857142857,1
