"","sub_id","likelihood_prop","riskiness_prop","benefits_prop","CDI_prop","Ethical_prop","Ethical_likelihood_prop","Ethical_riskiness_prop","Ethical_benefits_prop","Social_prop","Social_likelihood_prop","Social_riskiness_prop","Social_benefits_prop","Financial_prop","Financial_likelihood_prop","Financial_riskiness_prop","Financial_benefits_prop","HS_prop","HS_likelihood_prop","HS_riskiness_prop","HS_benefits_prop","Recreational_prop","Recreational_likelihood_prop","Recreational_riskiness_prop","Recreational_benefits_prop","attention_prop"
"1","101",0.575091575091575,0.534798534798535,0.421245421245421,0.25,0.505952380952381,0.446428571428571,0.642857142857143,0.428571428571429,0.595238095238095,0.875,0.375,0.535714285714286,0.435374149659864,0.26530612244898,0.653061224489796,0.387755102040816,0.44047619047619,0.5,0.553571428571429,0.267857142857143,0.511904761904762,0.642857142857143,0.410714285714286,0.482142857142857,1
"2","102",0.564102564102564,0.63003663003663,0.567765567765568,0.442307692307692,0.630952380952381,0.553571428571429,0.732142857142857,0.607142857142857,0.654761904761905,0.821428571428571,0.517857142857143,0.625,0.45578231292517,0.244897959183673,0.673469387755102,0.448979591836735,0.529761904761905,0.464285714285714,0.660714285714286,0.464285714285714,0.619047619047619,0.642857142857143,0.535714285714286,0.678571428571429,1
"3","107",0.457875457875458,0.593406593406593,0.322344322344322,0.134615384615385,0.369047619047619,0.214285714285714,0.589285714285714,0.303571428571429,0.595238095238095,0.892857142857143,0.375,0.517857142857143,0.442176870748299,0.306122448979592,0.673469387755102,0.346938775510204,0.416666666666667,0.303571428571429,0.767857142857143,0.178571428571429,0.43452380952381,0.535714285714286,0.5,0.267857142857143,1
"4","108",0.663003663003663,0.43956043956044,0.523809523809524,0.442307692307692,0.619047619047619,0.535714285714286,0.625,0.696428571428571,0.583333333333333,0.785714285714286,0.375,0.589285714285714,0.45578231292517,0.448979591836735,0.448979591836735,0.469387755102041,0.523809523809524,0.696428571428571,0.428571428571429,0.446428571428571,0.476190476190476,0.714285714285714,0.303571428571429,0.410714285714286,1
"5","106",0.373626373626374,0.63003663003663,0.333333333333333,0.25,0.392857142857143,0.160714285714286,0.732142857142857,0.285714285714286,0.577380952380952,0.696428571428571,0.482142857142857,0.553571428571429,0.448979591836735,0.26530612244898,0.795918367346939,0.285714285714286,0.333333333333333,0.178571428571429,0.642857142857143,0.178571428571429,0.458333333333333,0.535714285714286,0.482142857142857,0.357142857142857,1
"6","170",0.406593406593407,0.673992673992674,0.428571428571429,0.365384615384615,0.535714285714286,0.553571428571429,0.732142857142857,0.321428571428571,0.648809523809524,0.660714285714286,0.696428571428571,0.589285714285714,0.380952380952381,0.224489795918367,0.489795918367347,0.428571428571429,0.44047619047619,0.214285714285714,0.857142857142857,0.25,0.470238095238095,0.339285714285714,0.517857142857143,0.553571428571429,1
"7","169",0.538461538461538,0.728937728937729,0.446886446886447,0.538461538461538,0.529761904761905,0.339285714285714,0.821428571428571,0.428571428571429,0.583333333333333,0.625,0.553571428571429,0.571428571428571,0.448979591836735,0.346938775510204,0.612244897959184,0.387755102040816,0.55952380952381,0.482142857142857,0.875,0.321428571428571,0.660714285714286,0.785714285714286,0.678571428571429,0.517857142857143,1
"8","134",0.47985347985348,0.571428571428571,0.421245421245421,0.326923076923077,0.446428571428571,0.321428571428571,0.696428571428571,0.321428571428571,0.535714285714286,0.803571428571429,0.267857142857143,0.535714285714286,0.414965986394558,0.244897959183673,0.571428571428571,0.428571428571429,0.464285714285714,0.357142857142857,0.75,0.285714285714286,0.523809523809524,0.571428571428571,0.464285714285714,0.535714285714286,1
"9","121",0.417582417582418,0.615384615384615,0.468864468864469,0.0769230769230769,0.446428571428571,0.232142857142857,0.803571428571429,0.303571428571429,0.523809523809524,0.517857142857143,0.482142857142857,0.571428571428571,0.517006802721088,0.469387755102041,0.571428571428571,0.510204081632653,0.422619047619048,0.285714285714286,0.714285714285714,0.267857142857143,0.571428571428571,0.571428571428571,0.446428571428571,0.696428571428571,1
"10","157",0.318681318681319,0.732600732600733,0.347985347985348,0.346153846153846,0.43452380952381,0.267857142857143,0.75,0.285714285714286,0.523809523809524,0.5,0.642857142857143,0.428571428571429,0.496598639455782,0.224489795918367,0.795918367346939,0.469387755102041,0.404761904761905,0.142857142857143,0.857142857142857,0.214285714285714,0.458333333333333,0.410714285714286,0.607142857142857,0.357142857142857,1
"11","129",0.340659340659341,0.597069597069597,0.282051282051282,0.307692307692308,0.422619047619048,0.232142857142857,0.767857142857143,0.267857142857143,0.464285714285714,0.571428571428571,0.392857142857143,0.428571428571429,0.374149659863946,0.306122448979592,0.571428571428571,0.244897959183673,0.398809523809524,0.232142857142857,0.714285714285714,0.25,0.345238095238095,0.339285714285714,0.482142857142857,0.214285714285714,1
"12","199",0.380952380952381,0.498168498168498,0.384615384615385,0.134615384615385,0.404761904761905,0.25,0.553571428571429,0.410714285714286,0.43452380952381,0.571428571428571,0.392857142857143,0.339285714285714,0.360544217687075,0.244897959183673,0.530612244897959,0.306122448979592,0.386904761904762,0.178571428571429,0.714285714285714,0.267857142857143,0.5,0.625,0.285714285714286,0.589285714285714,1
"13","246",0.512820512820513,0.498168498168498,0.487179487179487,0.384615384615385,0.452380952380952,0.410714285714286,0.535714285714286,0.410714285714286,0.541666666666667,0.535714285714286,0.571428571428571,0.517857142857143,0.333333333333333,0.26530612244898,0.306122448979592,0.428571428571429,0.511904761904762,0.553571428571429,0.535714285714286,0.446428571428571,0.571428571428571,0.642857142857143,0.446428571428571,0.625,1
"14","248",0.241758241758242,0.648351648351648,0.227106227106227,0.173076923076923,0.339285714285714,0.178571428571429,0.589285714285714,0.25,0.363095238095238,0.410714285714286,0.392857142857143,0.285714285714286,0.421768707482993,0.204081632653061,0.795918367346939,0.26530612244898,0.404761904761905,0.232142857142857,0.785714285714286,0.196428571428571,0.31547619047619,0.142857142857143,0.660714285714286,0.142857142857143,1
"15","215",0.340659340659341,0.509157509157509,0.32967032967033,0.326923076923077,0.380952380952381,0.267857142857143,0.517857142857143,0.357142857142857,0.482142857142857,0.553571428571429,0.5,0.392857142857143,0.360544217687075,0.163265306122449,0.551020408163265,0.36734693877551,0.375,0.285714285714286,0.571428571428571,0.267857142857143,0.351190476190476,0.392857142857143,0.392857142857143,0.267857142857143,1
"16","227",0.512820512820513,0.509157509157509,0.406593406593407,0.134615384615385,0.505952380952381,0.482142857142857,0.571428571428571,0.464285714285714,0.55952380952381,0.660714285714286,0.357142857142857,0.660714285714286,0.489795918367347,0.571428571428571,0.408163265306122,0.489795918367347,0.44047619047619,0.571428571428571,0.571428571428571,0.178571428571429,0.345238095238095,0.267857142857143,0.517857142857143,0.25,1
