matlab_id,1L,2L,4L
1,542.678259749461,543.604543997847,544.618736436394
3,554.061164846642,547.402667899545,551.257725711144
4,524.247559557618,528.663031167005,526.615338642754
5,515.96719783599,510.911774579426,514.547228590062
6,351.246562927091,346.120490774889,338.738030951439
7,541.716496737566,534.575398100012,534.483325990176
8,558.214435294333,424.466351414422,417.924909671008
9,398.830962664044,375.998391412189,377.658433211738
11,335.732437858023,324.543441987367,327.449939535048
12,310.125929445302,300.027708142076,270.95602744904
13,435.766937396701,426.765131427512,410.951317645626
14,469.253870061901,469.811673920443,463.64510536183
15,530.106702768895,522.215376028472,493.369628063784
16,508.661647947935,375.527611720382,346.834198985585
17,367.544962325172,320.701104635196,317.194703420835
18,482.643285440006,402.761047489513,398.749776339238
19,554.818153399829,556.95269249743,560.399535902732
20,491.748916036976,488.196853768477,470.361191299993
21,513.924884954069,459.546969817736,449.057823895943
22,396.41835909475,347.122057358933,321.341430857133
23,379.66122455674,311.969601766254,305.394753565704
24,367.13654584276,361.313020047847,321.451677085087
25,550.306902281874,552.414144964147,552.40137625167
26,545.595473808525,479.711415278557,473.265781540406
27,374.447332403283,375.802575569395,373.011375777779
28,508.692766765868,432.095363747986,429.13327911437
29,539.084172311106,537.66634524137,511.308767715589
30,509.717857769646,511.14324529219,511.977698789617
32,443.463151651768,436.389539405895,432.506557242244
33,469.566887040115,468.385322687988,445.001429180352
34,501.22916387687,479.39849263391,483.345274174141
35,513.165899544256,495.509484071771,495.337013818067
36,553.545054858622,554.709181365586,554.833966130821
38,555.12033014645,554.812843571103,557.05451074989
39,281.442979717169,244.170155280682,229.520509995292
40,522.757429972038,524.75732273102,526.473799414762
41,499.19581799853,455.961849641028,457.299708038903
42,554.8139924944,556.426187840818,554.845927087337
43,253.30641625781,249.547489932207,253.635411890867
44,507.953785048837,502.468138407845,502.047976296201
45,474.025067507896,474.833356905234,476.833880972397
46,494.641832667681,354.673433072838,332.407398843877
47,551.879055612372,553.732720145899,556.625545710817
48,363.19700721278,329.216931235572,325.535688952287
49,462.969384376651,462.591180830073,458.360379900783
52,430.391263286408,426.41378731911,411.402375929373
53,446.48080859272,420.728211566938,419.702896752854
54,555.640460033807,557.346510160207,560.100909342697
55,555.856448711833,550.770156450737,536.160243779172
56,485.595986307903,483.694589783974,486.911012949499
57,528.383057086065,520.370337160582,522.902214470478
58,538.734543320773,537.81634709257,527.324063380196
59,550.222727271598,551.340006520801,495.885675628788
60,300.350249556384,231.896081106196,228.376122218578
61,453.242038620711,454.027934437085,456.480739789473
62,356.775713066347,281.800360187918,279.648008814371
63,443.173514166146,441.626446144322,401.192676599882
64,526.12384248947,520.247416417464,496.748083277422
65,534.119785118398,533.785937682415,493.001907727331
67,469.205409114268,471.204577083646,456.688770404751
68,535.572158936014,537.570517194659,539.976320846531
71,393.47412862233,170.6910695331,146.803653014542
72,409.567563847319,411.612188608485,414.411101368963
73,557.773564933946,559.535647775421,561.780933696119
74,520.055117159779,506.884936665193,499.502295713746
75,307.730379424855,296.709261093401,282.220559351601
76,522.477663438104,436.122800000858,439.291523640118
77,399.495174468358,350.643359140502,345.434084787117
78,544.618577763404,544.692408708772,547.582608580314
79,438.545811389336,440.586944900491,440.506756264154
80,543.322746461803,541.063805682146,526.613659488239
81,554.634060810086,547.240536380465,539.801941832149
82,476.260978318269,475.63872914903,436.247480042926
83,116.328435545623,111.984989033837,102.776524677029
84,481.386444308018,472.940003049558,464.616567314858
85,554.699632252967,556.822440448204,560.695458031759
86,553.079863546749,550.830252671945,546.43269388251
87,508.763528877674,495.490330432157,466.766821458282
88,500.797526056694,249.435272880519,229.419753219855
89,430.881929456985,431.405805654123,388.211711564122
90,552.71544139752,554.091088886046,556.812496652084
91,558.034112524183,553.115855601516,539.335727974439
92,443.285491201203,440.201175390364,397.918171028067
94,557.115621135924,559.128239121549,562.970043458921
95,457.076975769229,452.201146647246,438.656625789891
96,514.851639976121,506.652715101883,498.467040040316
97,340.113966238443,341.332098694259,340.893676586101
98,555.939682125541,554.927001585122,558.660203874768
99,479.495948324222,478.869271053015,475.21525340462
100,492.38351828547,471.748728082359,425.873077621458
103,315.421100426013,296.91108141318,299.617871368565
104,324.315899321897,324.64591987256,327.010207476505
105,548.2273962157,540.148332694733,539.83271016972
106,309.357998918396,259.296556320507,240.780291559864
107,540.070391011728,531.677557963492,534.608926854046
108,558.7208562364,560.638253659141,558.237514152698
109,530.809051989793,532.907465779249,515.919108697596
110,468.785763317714,376.004390191604,367.921553119486
