alpha_pos,alpha_neg,risk_good_reward,risk_bad_reward
0.55,0.95,-6.15384615384615,5.46153846153846
0.65,0.95,-5.84615384615385,5.80769230769231
0.75,0.95,-13.6923076923077,0.730769230769232
0.85,0.95,-8.96153846153846,7
0.95,0.95,-13.6153846153846,3.07692307692308
0.05,0.05,0.153846153846155,7.34615384615385
0.15,0.05,9.76923076923078,-8.11538461538462
0.25,0.05,10.1923076923077,-6.53846153846154
0.35,0.05,17.5,3.26923076923077
0.45,0.05,11.2692307692308,-6.84615384615385
0.55,0.05,2.69230769230769,-2.84615384615385
0.65,0.05,-8.11538461538461,-9.57692307692308
0.75,0.05,-3.03846153846153,-11
0.85,0.05,-9.92307692307692,8.15384615384616
0.95,0.05,-2.65384615384615,4.69230769230769
0.05,0.15,14.4615384615385,8.03846153846154
0.15,0.15,3.46153846153846,12.6153846153846
0.25,0.15,-8.88461538461538,-1.76923076923077
0.35,0.15,-11.7307692307692,8.65384615384616
0.45,0.15,18.7307692307692,-1.38461538461539
0.55,0.15,-2.8076923076923,5.92307692307692
0.65,0.15,-5.26923076923077,10.0769230769231
0.75,0.15,5.26923076923077,-1.88461538461539
0.85,0.15,5.6923076923077,7.5
0.95,0.15,15,-5.07692307692308
0.05,0.25,-14.4230769230769,8.61538461538461
0.15,0.25,-11.3076923076923,5.11538461538462
0.25,0.25,-9.3076923076923,6
0.35,0.25,-7.42307692307692,3
0.45,0.25,-7.23076923076923,7.03846153846154
0.55,0.25,-7.23076923076923,5.76923076923077
0.65,0.25,-6.03846153846154,8.65384615384615
0.75,0.25,-6.57692307692307,6.15384615384615
0.85,0.25,6.23076923076923,2.5
0.95,0.25,19.2692307692308,3.92307692307692
0.05,0.35,-9.07692307692308,6.26923076923077
0.15,0.35,-12.6153846153846,13.7692307692308
0.25,0.35,-10.9230769230769,10
0.35,0.35,-4.92307692307692,1.76923076923077
0.45,0.35,8.88461538461539,0.961538461538462
0.55,0.35,-10,7.23076923076923
0.65,0.35,7.11538461538462,10.1923076923077
0.75,0.35,-1,-0.192307692307693
0.85,0.35,-3.42307692307692,6.57692307692308
0.95,0.35,13.5384615384615,9.19230769230769
0.05,0.45,-11.1538461538462,12.5769230769231
0.15,0.45,-2.53846153846154,7.96153846153846
0.25,0.45,-2.65384615384615,6.69230769230769
0.35,0.45,4.80769230769231,12.8846153846154
0.45,0.45,9.65384615384615,6.80769230769231
0.55,0.45,-7.26923076923077,8.96153846153846
0.65,0.45,8.26923076923077,1.34615384615385
0.75,0.45,-12.0769230769231,6.07692307692308
0.85,0.45,-12.5384615384615,10.0769230769231
0.95,0.45,-10.6153846153846,2.73076923076923
0.05,0.55,-0.307692307692307,7.19230769230769
0.15,0.55,-12.1923076923077,14.4615384615385
0.25,0.55,-6.5,-0.0384615384615408
0.35,0.55,-5.88461538461539,9.73076923076923
0.45,0.55,-2.88461538461538,2.65384615384615
0.55,0.55,-5.03846153846154,7.30769230769231
0.65,0.55,-5.57692307692308,9.34615384615384
0.75,0.55,-13.4230769230769,9.84615384615384
0.85,0.55,-1.11538461538461,8.23076923076923
0.95,0.55,2.5,15.6153846153846
0.05,0.65,-15.3461538461538,8.73076923076923
0.15,0.65,-12.9615384615385,6.76923076923077
0.25,0.65,-8.53846153846154,16.5384615384615
0.35,0.65,-11,9.30769230769231
0.45,0.65,-1.07692307692308,6.57692307692308
0.55,0.65,-14.3461538461538,13.8461538461538
0.65,0.65,-17.3846153846154,7.5
0.75,0.65,-3,5.57692307692308
0.85,0.65,-4.61538461538461,8.73076923076923
0.95,0.65,-4.84615384615384,10.7307692307692
0.05,0.75,-13.8846153846154,4.15384615384615
0.15,0.75,-6.57692307692308,8.19230769230769
0.25,0.75,-5.5,10.3846153846154
0.35,0.75,-6.57692307692308,12.6538461538462
0.45,0.75,-15.1153846153846,10.6153846153846
0.55,0.75,-8.42307692307692,2.88461538461538
0.65,0.75,-10.8846153846154,10.4615384615385
0.75,0.75,-0.807692307692306,16.7692307692308
0.85,0.75,-11.8461538461538,6.34615384615385
0.95,0.75,-1.30769230769231,4.26923076923077
0.05,0.85,-5.92307692307692,10.1153846153846
0.15,0.85,-6.11538461538461,7.57692307692308
0.25,0.85,-12.4230769230769,8.80769230769231
0.35,0.85,-13.6538461538462,12.3846153846154
0.45,0.85,4.53846153846154,6.61538461538461
0.55,0.85,-15.0384615384615,8.61538461538461
0.65,0.85,1.5,7.30769230769231
0.75,0.85,-6.80769230769231,9.07692307692308
0.85,0.85,10.3846153846154,-0.23076923076923
0.95,0.85,-5.30769230769231,5.69230769230769
0.05,0.95,-3.73076923076923,2.42307692307692
0.15,0.95,-7.69230769230769,3.61538461538462
0.25,0.95,-12.0769230769231,7.65384615384615
0.35,0.95,-9.80769230769231,16.6153846153846
0.45,0.95,-7.92307692307692,5.88461538461539
0.55,0.95,-2.84615384615385,5.84615384615385
0.65,0.95,-9.26923076923077,3.80769230769231
0.75,0.95,-8.30769230769231,8.19230769230769
0.85,0.95,-6.34615384615385,8.46153846153846
0.95,0.95,-5.65384615384615,13.1538461538462
0.05,0.05,5.80769230769231,8.38461538461538
0.15,0.05,16.7307692307692,-2.73076923076923
0.25,0.05,15.3076923076923,-10.1538461538462
0.35,0.05,2.38461538461539,-1.26923076923077
0.45,0.05,6.61538461538462,-16.0384615384615
0.55,0.05,-5.73076923076923,10.5384615384615
0.65,0.05,8.76923076923077,-17.4230769230769
0.75,0.05,1.6923076923077,-3
0.85,0.05,12.8461538461539,10.3846153846154
0.95,0.05,14.7692307692308,-4.76923076923077
0.05,0.15,-14.3846153846154,10.6153846153846
0.15,0.15,10.1923076923077,9.30769230769231
0.25,0.15,2.80769230769231,2.23076923076923
0.35,0.15,-10.9230769230769,12.3461538461538
0.45,0.15,-6.03846153846153,4.03846153846154
0.55,0.15,-5.07692307692307,-0.538461538461541
0.65,0.15,-0.538461538461538,2.76923076923077
0.75,0.15,10.1923076923077,-3.5
0.85,0.15,22.9230769230769,13.8461538461538
0.95,0.15,-1.19230769230769,15.0769230769231
0.05,0.25,-9.38461538461538,10.9230769230769
0.15,0.25,-17.2692307692308,10.6923076923077
0.25,0.25,-9.38461538461538,12.9615384615385
0.35,0.25,-15.4615384615385,7.03846153846154
0.45,0.25,-13.5384615384615,7.76923076923077
0.55,0.25,-8,4.57692307692307
0.65,0.25,3.5,3.53846153846154
0.75,0.25,2.26923076923077,-7.26923076923077
0.85,0.25,8.88461538461539,4.80769230769231
0.95,0.25,-8.15384615384615,4.15384615384615
0.05,0.35,-8.38461538461538,6
0.15,0.35,-6.11538461538461,3.61538461538462
0.25,0.35,6.19230769230769,8.38461538461538
0.35,0.35,-6.53846153846154,11.0769230769231
0.45,0.35,-12.1923076923077,11.3461538461538
0.55,0.35,0.461538461538462,12.9615384615385
0.65,0.35,-15.0384615384615,3.61538461538461
0.75,0.35,-11.6923076923077,10.9230769230769
0.85,0.35,-9.61538461538461,12.4615384615385
0.95,0.35,-1.19230769230769,11.9230769230769
0.05,0.45,-17.3846153846154,9.30769230769231
0.15,0.45,-11.1153846153846,7.03846153846154
0.25,0.45,-9.69230769230769,11.8076923076923
0.35,0.45,0.269230769230771,5.92307692307693
0.45,0.45,5.11538461538462,3.92307692307693
0.55,0.45,-11.1923076923077,7.23076923076923
0.65,0.45,-4.57692307692307,8
0.75,0.45,-9.65384615384615,8.38461538461539
0.85,0.45,15.7307692307692,10.7692307692308
0.95,0.45,7.76923076923077,-2.38461538461539
0.05,0.55,-10.0384615384615,5.5
0.15,0.55,-12.5,3.53846153846154
0.25,0.55,-11.5769230769231,13.8461538461538
0.35,0.55,-8.53846153846154,14.8461538461538
0.45,0.55,-11.5384615384615,12.8846153846154
0.55,0.55,-17.4230769230769,5.92307692307692
0.65,0.55,-10.1538461538462,7.11538461538462
0.75,0.55,-14.8076923076923,11.8076923076923
0.85,0.55,-13.8076923076923,8.92307692307692
0.95,0.55,-2.57692307692308,4.23076923076923
0.05,0.65,-3.53846153846154,14.6153846153846
0.15,0.65,-8.03846153846154,8.23076923076923
0.25,0.65,-6.88461538461538,6.57692307692308
0.35,0.65,-9.61538461538461,12.8076923076923
0.45,0.65,-9.80769230769231,8.30769230769231
0.55,0.65,-2.88461538461538,10.5
0.65,0.65,-6.38461538461538,8.03846153846154
0.75,0.65,-7.88461538461538,5.07692307692308
0.85,0.65,-11.9230769230769,12.6153846153846
0.95,0.65,-6.65384615384615,2.42307692307692
0.05,0.75,6.73076923076923,2.65384615384615
0.15,0.75,-7.65384615384615,13.7307692307692
0.25,0.75,-7.80769230769231,6.34615384615384
0.35,0.75,-9.8076923076923,11.1923076923077
0.45,0.75,-8.65384615384615,7.73076923076923
0.55,0.75,-11.8076923076923,13.8076923076923
0.65,0.75,-10.6153846153846,3.30769230769231
0.75,0.75,-4.69230769230769,7.19230769230769
0.85,0.75,-16.0769230769231,9.76923076923077
0.95,0.75,-7.34615384615384,5.80769230769231
0.05,0.85,-4.73076923076923,8.61538461538461
0.15,0.85,-7.26923076923077,4.19230769230769
0.25,0.85,-8.23076923076923,7.23076923076923
0.35,0.85,-4.34615384615385,10.4615384615385
0.45,0.85,-9.07692307692308,1.80769230769231
0.55,0.85,-11.9230769230769,6.07692307692308
0.65,0.85,-3.38461538461538,4.73076923076923
0.75,0.85,-6,6.57692307692308
0.85,0.85,-2.03846153846154,7.69230769230769
0.95,0.85,2.73076923076923,9.11538461538461
0.05,0.95,-9.03846153846154,7.96153846153846
0.15,0.95,-7.30769230769231,8.84615384615384
0.25,0.95,-11.1538461538462,5.69230769230769
0.35,0.95,-11.3076923076923,8.76923076923077
0.45,0.95,-10.2692307692308,7.92307692307692
0.55,0.95,-3.42307692307692,10.6923076923077
0.65,0.95,-10.1538461538462,2.38461538461539
0.75,0.95,-13.2307692307692,8.11538461538461
0.85,0.95,-6.34615384615385,10.4230769230769
0.95,0.95,-9.73076923076923,14.5384615384615
0.05,0.05,3.80769230769231,1.23076923076923
0.15,0.05,-5.11538461538461,-4.61538461538462
0.25,0.05,-4.3076923076923,8.11538461538462
0.35,0.05,-8.92307692307692,1.07692307692308
0.45,0.05,22.0769230769231,2.07692307692307
0.55,0.05,17.5,-5.19230769230769
0.65,0.05,24.0384615384615,-3.26923076923077
0.75,0.05,21.6538461538462,-7.69230769230769
0.85,0.05,3.77475828372553e-15,10.8461538461538
0.95,0.05,13.2307692307692,-0.384615384615384
0.05,0.15,1.57692307692308,2.46153846153846
0.15,0.15,2.19230769230769,-0.846153846153846
0.25,0.15,-9.61538461538461,2.96153846153846
0.35,0.15,-3.46153846153846,4.42307692307692
0.45,0.15,-0.999999999999998,6.57692307692308
0.55,0.15,9.15384615384616,5.88461538461538
0.65,0.15,3.23076923076923,8.96153846153846
0.75,0.15,-2.92307692307692,3.96153846153846
0.85,0.15,4.19230769230769,10.5384615384615
0.95,0.15,14.1153846153846,1.73076923076923
0.05,0.25,-6,4.26923076923077
0.15,0.25,7.26923076923077,13.9615384615385
0.25,0.25,-7.80769230769231,3.92307692307692
0.35,0.25,-1.57692307692307,19.4230769230769
0.45,0.25,-20.9230769230769,6.88461538461539
0.55,0.25,5.57692307692308,7.57692307692308
0.65,0.25,8.88461538461539,4.53846153846154
0.75,0.25,15.2692307692308,6.96153846153846
0.85,0.25,8.15384615384616,1.30769230769231
0.95,0.25,2.46153846153846,1.57692307692308
0.05,0.35,10.8076923076923,7.46153846153846
0.15,0.35,-13.3076923076923,8.69230769230769
0.25,0.35,-5.53846153846153,9.19230769230769
0.35,0.35,1.19230769230769,14.1923076923077
0.45,0.35,-8.19230769230769,7.80769230769231
0.55,0.35,-8.19230769230769,10.4615384615385
0.65,0.35,11.5769230769231,6.38461538461539
0.75,0.35,15.1538461538462,8.57692307692308
0.85,0.35,-3.61538461538461,4.80769230769231
0.95,0.35,-0.0384615384615357,13.6923076923077
0.05,0.45,-0.76923076923077,10.7692307692308
0.15,0.45,-5.88461538461538,9.38461538461538
0.25,0.45,-4.80769230769231,9.76923076923077
0.35,0.45,-7.69230769230769,12.4230769230769
0.45,0.45,-1.34615384615385,14.9615384615385
0.55,0.45,-6.61538461538461,3.96153846153846
0.65,0.45,0.423076923076924,11.2692307692308
0.75,0.45,-4.5,10.5
0.85,0.45,-3.65384615384615,9.73076923076923
0.95,0.45,-12.1923076923077,6.03846153846154
0.05,0.55,1.30769230769231,8
0.15,0.55,-9.34615384615384,13.5
0.25,0.55,-11.6153846153846,10.2307692307692
0.35,0.55,-10.2692307692308,5.23076923076923
0.45,0.55,-7.07692307692308,5.57692307692308
0.55,0.55,-6.07692307692308,5.84615384615385
0.65,0.55,-4.03846153846154,6.46153846153846
0.75,0.55,8.88461538461539,8.80769230769231
0.85,0.55,-8.57692307692308,12.3461538461538
0.95,0.55,-8.92307692307692,7.96153846153846
0.05,0.65,-11.8076923076923,6.53846153846154
0.15,0.65,-13.0384615384615,4.07692307692308
0.25,0.65,-8.53846153846154,9.11538461538462
0.35,0.65,-13.3846153846154,10.1153846153846
0.45,0.65,-7.19230769230769,8.53846153846154
0.55,0.65,-4.23076923076923,12.6153846153846
0.65,0.65,-4.19230769230769,2.73076923076923
0.75,0.65,-14,5.5
0.85,0.65,-13.4230769230769,16.9615384615385
0.95,0.65,-4.07692307692307,6.5
0.05,0.75,-8.5,15.6538461538462
0.15,0.75,-12.6153846153846,8.76923076923077
0.25,0.75,-13,11
0.35,0.75,-11.1923076923077,7.30769230769231
0.45,0.75,-6.96153846153846,7.30769230769231
0.55,0.75,3.46153846153846,7.15384615384615
0.65,0.75,-10.0384615384615,12.5
0.75,0.75,-9.38461538461538,10.0384615384615
