Children_1,Children_2,Adolescents_1,Adolescents_2,Adults_1,Adults_2
0.499545454545455,0.4916,0.503181818181818,0.502083333333333,0.49125,0.5188
0.51,0.494,0.502272727272727,0.52,0.537916666666667,0.5152
0.516363636363636,0.5048,0.504545454545455,0.508333333333333,0.53375,0.4968
0.503636363636364,0.5056,0.526363636363636,0.525,0.5475,0.5084
0.521363636363636,0.5012,0.529545454545455,0.51625,0.556666666666667,0.5048
0.536818181818182,0.516,0.539545454545455,0.510833333333333,0.545833333333333,0.5104
0.533181818181818,0.5132,0.518181818181818,0.51625,0.560416666666667,0.5276
0.515454545454545,0.5272,0.538181818181818,0.51625,0.550833333333333,0.5168
0.540909090909091,0.5248,0.525454545454546,0.540416666666667,0.56625,0.5588
0.531818181818182,0.5356,0.556363636363636,0.535833333333333,0.56125,0.5228
0.555909090909091,0.5224,0.528181818181818,0.542083333333333,0.565,0.5492
0.554090909090909,0.5464,0.560454545454545,0.545416666666667,0.574583333333333,0.5516
0.539090909090909,0.5432,0.532727272727273,0.537916666666667,0.57125,0.5728
0.537727272727273,0.5604,0.545,0.554166666666667,0.593333333333333,0.5812
0.525454545454546,0.566,0.555454545454545,0.557083333333333,0.572916666666667,0.578
0.547727272727273,0.5408,0.549545454545455,0.549583333333333,0.578333333333333,0.558
0.55,0.5496,0.547727272727273,0.570416666666667,0.585833333333333,0.5792
0.544545454545455,0.5592,0.556363636363636,0.58,0.592916666666667,0.5868
0.536818181818182,0.572,0.556818181818182,0.579583333333333,0.571666666666667,0.5864
0.567727272727273,0.5444,0.559545454545455,0.587083333333333,0.600833333333333,0.5948
0.537272727272727,0.5524,0.553181818181818,0.579583333333333,0.597083333333333,0.5868
0.553636363636364,0.5824,0.550909090909091,0.578333333333333,0.585416666666667,0.5836
0.567727272727273,0.5612,0.550454545454545,0.583333333333333,0.6025,0.6004
0.566363636363636,0.5616,0.557727272727273,0.579166666666667,0.596666666666667,0.5928
0.554090909090909,0.5692,0.583181818181818,0.581666666666667,0.58375,0.5952
0.565,0.5752,0.555909090909091,0.594583333333333,0.58625,0.6076
0.551818181818182,0.576,0.547727272727273,0.595,0.584166666666667,0.6012
0.541363636363636,0.5864,0.583636363636364,0.62,0.580416666666667,0.6064
0.558636363636364,0.5812,0.573636363636364,0.605,0.603333333333333,0.6172
0.537272727272727,0.5912,0.587272727272727,0.6025,0.604166666666667,0.618
