Children_1,Children_2,Adolescents_1,Adolescents_2,Adults_1,Adults_2
0.485909090909091,0.5008,0.504545454545455,0.495416666666667,0.479583333333333,0.4976
0.542272727272727,0.474,0.500454545454545,0.494583333333333,0.534583333333333,0.5112
0.551363636363636,0.498,0.512272727272727,0.505,0.532916666666667,0.5116
0.548181818181818,0.4836,0.539090909090909,0.502083333333333,0.564583333333333,0.5032
0.588181818181818,0.4896,0.534090909090909,0.500833333333333,0.578333333333333,0.4928
0.585454545454545,0.4928,0.545454545454545,0.4875,0.585833333333333,0.5032
0.595,0.506,0.556818181818182,0.514166666666667,0.591666666666667,0.5088
0.598181818181818,0.5072,0.559545454545455,0.491666666666667,0.61875,0.5092
0.604090909090909,0.4996,0.558636363636364,0.491666666666667,0.60375,0.496
0.615,0.5124,0.584545454545455,0.5075,0.619583333333333,0.4988
0.610454545454545,0.5148,0.567727272727273,0.521666666666667,0.629166666666667,0.5192
0.636818181818182,0.5032,0.577272727272727,0.526666666666667,0.622916666666667,0.5364
0.633181818181818,0.5252,0.593636363636364,0.514583333333333,0.630833333333333,0.536
0.620454545454545,0.52,0.564090909090909,0.51875,0.643333333333333,0.5276
0.640454545454545,0.4904,0.563181818181818,0.51875,0.627916666666667,0.5296
0.659545454545455,0.5188,0.59,0.511666666666667,0.641666666666667,0.5448
0.657727272727273,0.5076,0.581363636363636,0.525833333333333,0.639166666666667,0.5272
0.645454545454546,0.502,0.597272727272727,0.534583333333333,0.6475,0.5436
0.65,0.5176,0.597272727272727,0.535416666666667,0.656666666666667,0.5424
0.646363636363636,0.512,0.595909090909091,0.535,0.663333333333333,0.5336
0.636818181818182,0.5172,0.592272727272727,0.527083333333333,0.667083333333333,0.5464
0.657727272727273,0.5212,0.616363636363636,0.51875,0.66875,0.5416
0.663181818181818,0.5332,0.611818181818182,0.535416666666667,0.663333333333333,0.54
0.66,0.5176,0.609545454545455,0.549583333333333,0.660416666666667,0.554
0.661818181818182,0.5384,0.602727272727273,0.545,0.657083333333333,0.54
0.663181818181818,0.5332,0.612727272727273,0.562916666666667,0.67,0.5468
0.668636363636364,0.5212,0.612272727272727,0.572916666666667,0.665,0.5568
0.661363636363636,0.5236,0.617272727272727,0.557083333333333,0.6675,0.5644
0.683636363636364,0.5436,0.603636363636364,0.560833333333333,0.69125,0.5292
0.665,0.5212,0.630454545454545,0.56,0.695833333333333,0.5692
0.655454545454545,0.5476,0.634545454545455,0.56,0.690416666666667,0.558
0.676363636363636,0.5436,0.615454545454545,0.572083333333333,0.68875,0.5624
0.666363636363636,0.5616,0.644090909090909,0.55625,0.700833333333333,0.5652
0.668636363636364,0.5268,0.625909090909091,0.564166666666667,0.667916666666667,0.5548
0.676818181818182,0.5492,0.623636363636364,0.567083333333333,0.68,0.564
0.676363636363636,0.5372,0.635909090909091,0.561666666666667,0.68125,0.572
0.662272727272727,0.5608,0.630454545454545,0.548333333333333,0.697083333333333,0.5668
0.669090909090909,0.5416,0.624545454545455,0.555833333333333,0.695,0.5584
0.677272727272727,0.5332,0.623181818181818,0.559166666666667,0.690833333333333,0.5516
0.669090909090909,0.5572,0.637272727272727,0.56625,0.6975,0.5544
0.68,0.5408,0.634545454545455,0.568333333333333,0.700416666666667,0.5692
0.653181818181818,0.5528,0.626363636363636,0.557916666666667,0.704583333333333,0.5704
0.668636363636364,0.5524,0.618636363636364,0.55125,0.692083333333333,0.5732
0.672272727272727,0.5388,0.644545454545455,0.56875,0.705416666666667,0.5716
0.678636363636364,0.5284,0.625,0.574583333333333,0.7175,0.5752
0.676363636363636,0.5472,0.643181818181818,0.56,0.705,0.58
0.682727272727273,0.5392,0.633636363636364,0.577916666666667,0.70875,0.5856
0.66,0.538,0.634090909090909,0.574166666666667,0.71,0.5828
0.669090909090909,0.5324,0.638181818181818,0.6,0.72125,0.5904
0.691363636363636,0.5368,0.638181818181818,0.58375,0.720833333333333,0.5852
0.675,0.5584,0.628181818181818,0.580416666666667,0.720416666666667,0.5852
0.678181818181818,0.5336,0.638181818181818,0.587083333333333,0.716666666666667,0.5712
0.680909090909091,0.548,0.641818181818182,0.5775,0.715416666666667,0.5676
0.687272727272727,0.5348,0.632727272727273,0.585416666666667,0.720833333333333,0.582
0.706363636363636,0.5628,0.651818181818182,0.59,0.712083333333333,0.5724
0.683181818181818,0.5408,0.637727272727273,0.5775,0.722916666666667,0.5776
0.689545454545455,0.5332,0.645454545454546,0.57875,0.724583333333333,0.5884
0.692272727272727,0.5384,0.644545454545455,0.600416666666667,0.7275,0.5888
0.693181818181818,0.5564,0.656363636363636,0.6125,0.726666666666667,0.5896
0.679545454545455,0.5524,0.658636363636364,0.588333333333333,0.731666666666667,0.582
0.685,0.5608,0.650454545454546,0.59625,0.735833333333333,0.5748
0.688181818181818,0.552,0.655909090909091,0.594583333333333,0.744166666666667,0.5932
0.694090909090909,0.5508,0.644090909090909,0.6,0.737083333333333,0.5744
0.673636363636364,0.538,0.638636363636364,0.601666666666667,0.735833333333333,0.5872
0.690454545454545,0.5556,0.647727272727273,0.609583333333333,0.736666666666667,0.5784
0.692272727272727,0.5396,0.662727272727273,0.59,0.725,0.5844
0.698636363636364,0.536,0.641818181818182,0.594583333333333,0.714166666666667,0.588
0.685909090909091,0.5544,0.633181818181818,0.60375,0.742916666666667,0.5792
0.694545454545455,0.5648,0.647727272727273,0.589583333333333,0.735416666666667,0.5932
0.692272727272727,0.554,0.655909090909091,0.594166666666667,0.74125,0.5792
0.690909090909091,0.5504,0.653636363636364,0.607916666666667,0.751666666666667,0.5888
0.690909090909091,0.5464,0.650454545454546,0.62,0.740416666666667,0.5872
0.685454545454545,0.5388,0.642272727272727,0.58375,0.7375,0.5944
0.698636363636364,0.5464,0.653636363636364,0.595416666666667,0.724583333333333,0.5956
0.685909090909091,0.5576,0.644090909090909,0.595416666666667,0.732083333333333,0.5892
0.677272727272727,0.544,0.643181818181818,0.5925,0.71875,0.5908
0.694090909090909,0.5524,0.655,0.58375,0.729166666666667,0.594
0.679090909090909,0.5676,0.65,0.592916666666667,0.737083333333333,0.5916
0.692272727272727,0.542,0.644545454545455,0.600833333333333,0.745,0.5832
0.695454545454545,0.5472,0.654545454545455,0.6125,0.74625,0.598
0.685454545454545,0.5532,0.655909090909091,0.5925,0.74,0.5888
0.697727272727273,0.548,0.647727272727273,0.599583333333333,0.74125,0.5996
0.686818181818182,0.554,0.648636363636364,0.60875,0.730833333333333,0.6076
0.705909090909091,0.5404,0.645,0.61875,0.745416666666667,0.6096
0.696818181818182,0.5456,0.655,0.612916666666667,0.741666666666667,0.5984
0.678181818181818,0.5708,0.665,0.598333333333333,0.76375,0.5884
0.697727272727273,0.5572,0.651818181818182,0.605833333333333,0.756666666666667,0.5932
0.697272727272727,0.566,0.665,0.605416666666667,0.76,0.6012
0.692272727272727,0.5596,0.671363636363636,0.603333333333333,0.753333333333333,0.6044
0.714090909090909,0.5444,0.669545454545455,0.615416666666667,0.753333333333333,0.596
0.681818181818182,0.5648,0.644545454545455,0.6025,0.747916666666667,0.6076
0.701818181818182,0.5452,0.651363636363636,0.5975,0.7525,0.5992
0.682272727272727,0.5624,0.674090909090909,0.602083333333333,0.7325,0.5992
0.690909090909091,0.5524,0.671363636363636,0.604166666666667,0.768333333333333,0.6096
0.698636363636364,0.552,0.659545454545455,0.607916666666667,0.752083333333333,0.6124
0.706363636363636,0.5612,0.659090909090909,0.633333333333333,0.754583333333333,0.5932
0.703636363636364,0.5492,0.681818181818182,0.607916666666667,0.74875,0.6032
0.693181818181818,0.5528,0.674545454545455,0.625,0.754166666666667,0.5996
0.695909090909091,0.5568,0.661363636363636,0.615833333333333,0.744583333333333,0.5868
0.690909090909091,0.5584,0.664090909090909,0.602916666666667,0.745833333333333,0.5996
0.485909090909091,0.4968,0.496818181818182,0.505,0.49875,0.5076
0.499090909090909,0.5336,0.498636363636364,0.5325,0.49625,0.5224
0.487272727272727,0.524,0.494090909090909,0.54625,0.495416666666667,0.538
0.500909090909091,0.5188,0.490909090909091,0.5675,0.512083333333333,0.5532
0.482272727272727,0.5332,0.509090909090909,0.585833333333333,0.49125,0.5608
0.475,0.5524,0.516363636363636,0.599166666666667,0.50875,0.588
0.517727272727273,0.544,0.506363636363636,0.607916666666667,0.505833333333333,0.5876
0.487272727272727,0.5764,0.516363636363636,0.614166666666667,0.502916666666667,0.6024
0.504545454545455,0.562,0.519545454545455,0.62,0.502083333333333,0.6148
0.495,0.5744,0.514090909090909,0.639166666666667,0.528333333333333,0.6292
0.498181818181818,0.5932,0.513181818181818,0.630416666666667,0.519583333333333,0.6272
0.496363636363636,0.5888,0.537727272727273,0.6375,0.535416666666667,0.6164
0.501818181818182,0.5928,0.517272727272727,0.6375,0.530416666666667,0.6204
0.497272727272727,0.582,0.523636363636364,0.637916666666667,0.515,0.634
0.495454545454545,0.5856,0.54,0.637916666666667,0.535416666666667,0.6392
0.508181818181818,0.5944,0.52,0.637083333333333,0.549166666666667,0.6476
0.487272727272727,0.566,0.540909090909091,0.66375,0.557916666666667,0.638
0.493181818181818,0.5876,0.520454545454546,0.641666666666667,0.552083333333333,0.6424
0.484545454545455,0.5984,0.555454545454545,0.659166666666667,0.557083333333333,0.6496
0.512272727272727,0.5932,0.545454545454545,0.644583333333333,0.55,0.6544
0.501818181818182,0.5916,0.543181818181818,0.67125,0.552916666666667,0.6524
0.511818181818182,0.612,0.55,0.679166666666667,0.563333333333333,0.6564
0.500909090909091,0.6204,0.561818181818182,0.669166666666667,0.554166666666667,0.6596
0.508181818181818,0.5892,0.542272727272727,0.677916666666667,0.570416666666667,0.654
0.517272727272727,0.6076,0.541818181818182,0.679583333333333,0.579166666666667,0.6776
0.508636363636364,0.61,0.545909090909091,0.687916666666667,0.587916666666667,0.6768
0.513636363636364,0.6248,0.553181818181818,0.69125,0.562083333333333,0.6624
0.518636363636364,0.6332,0.553181818181818,0.684166666666667,0.585,0.6688
0.515454545454545,0.6144,0.549090909090909,0.685416666666667,0.565,0.6768
0.508636363636364,0.6228,0.548636363636364,0.69,0.571666666666667,0.6808
0.498181818181818,0.6216,0.561818181818182,0.69375,0.584583333333333,0.6716
0.504545454545455,0.6296,0.570454545454545,0.694166666666667,0.592916666666667,0.694
0.5,0.636,0.577272727272727,0.709166666666667,0.58875,0.6896
0.524090909090909,0.6368,0.554090909090909,0.685416666666667,0.584166666666667,0.6812
0.507272727272727,0.6308,0.588181818181818,0.687916666666667,0.59875,0.6804
0.535,0.6344,0.565454545454545,0.6875,0.612083333333333,0.6732
0.515909090909091,0.6348,0.566363636363636,0.690416666666667,0.6025,0.6988
0.516818181818182,0.626,0.56,0.70375,0.585,0.6928
0.511818181818182,0.6228,0.556818181818182,0.700416666666667,0.5925,0.6872
0.534090909090909,0.634,0.567272727272727,0.710416666666667,0.582916666666667,0.7012
0.524545454545455,0.644,0.57,0.696666666666667,0.611666666666667,0.706
0.523636363636364,0.6588,0.581818181818182,0.703333333333333,0.604166666666667,0.69
