Children_1,Children_2,Adolescents_1,Adolescents_2,Adults_1,Adults_2
0.515,0.498,0.501363636363636,0.486666666666667,0.480833333333333,0.5104
0.529090909090909,0.5068,0.514545454545455,0.495,0.521666666666667,0.4844
0.534545454545455,0.5092,0.522272727272727,0.494166666666667,0.543333333333333,0.4944
0.565,0.5188,0.520909090909091,0.495416666666667,0.55375,0.5004
0.57,0.5036,0.511363636363636,0.495,0.581666666666667,0.5016
0.564090909090909,0.5016,0.533636363636364,0.52125,0.58125,0.506
0.576363636363636,0.5108,0.522727272727273,0.532083333333333,0.604166666666667,0.514
0.589545454545455,0.5016,0.531818181818182,0.524583333333333,0.593333333333333,0.5112
0.582272727272727,0.5252,0.540454545454545,0.520833333333333,0.613333333333333,0.52
0.590454545454545,0.54,0.544090909090909,0.54625,0.6325,0.5408
0.583636363636364,0.5136,0.534090909090909,0.545833333333333,0.635,0.5288
0.600909090909091,0.5076,0.532727272727273,0.549583333333333,0.634583333333333,0.5532
0.599090909090909,0.5416,0.562272727272727,0.550416666666667,0.628333333333333,0.5516
0.583636363636364,0.5328,0.549090909090909,0.55375,0.647916666666667,0.558
0.605,0.544,0.548636363636364,0.552083333333333,0.652916666666667,0.578
0.603181818181818,0.5356,0.561363636363636,0.565416666666667,0.662916666666667,0.5636
0.599545454545454,0.5468,0.572727272727273,0.562083333333333,0.650833333333333,0.5532
0.621363636363636,0.5372,0.555909090909091,0.57125,0.650416666666667,0.5712
0.617272727272727,0.5416,0.556818181818182,0.572916666666667,0.661666666666667,0.5688
0.611818181818182,0.5276,0.569545454545455,0.574583333333333,0.676666666666667,0.5668
0.605454545454545,0.5392,0.574090909090909,0.57625,0.657083333333333,0.5748
0.621363636363636,0.5444,0.576363636363636,0.572916666666667,0.65875,0.5884
0.609545454545455,0.5428,0.580909090909091,0.575833333333333,0.670416666666667,0.5892
0.621363636363636,0.5544,0.581818181818182,0.581666666666667,0.673333333333333,0.5924
0.606363636363636,0.5484,0.578636363636364,0.572916666666667,0.680833333333333,0.5932
0.616818181818182,0.5308,0.570909090909091,0.58375,0.675833333333333,0.5936
0.617272727272727,0.5496,0.573636363636364,0.591666666666667,0.679166666666667,0.6
0.624545454545455,0.5464,0.59,0.574166666666667,0.679583333333333,0.5952
0.615454545454545,0.5688,0.582272727272727,0.574166666666667,0.693333333333333,0.6096
0.615454545454545,0.5496,0.574545454545455,0.584166666666667,0.69875,0.6
0.633181818181818,0.5464,0.609545454545455,0.58375,0.680416666666667,0.5888
0.612272727272727,0.5568,0.59,0.566666666666667,0.696666666666667,0.5976
0.648181818181818,0.546,0.585,0.590833333333333,0.6875,0.6136
0.626818181818182,0.544,0.602727272727273,0.594166666666667,0.702083333333333,0.6136
0.631818181818182,0.5592,0.615,0.588333333333333,0.69875,0.6072
0.629545454545455,0.546,0.607272727272727,0.597916666666667,0.69,0.6208
0.627272727272727,0.5448,0.603636363636364,0.588333333333333,0.680833333333333,0.5968
0.63,0.5584,0.606818181818182,0.59875,0.690416666666667,0.604
0.616363636363636,0.556,0.612272727272727,0.60375,0.68625,0.5964
0.624090909090909,0.5832,0.600909090909091,0.598333333333333,0.712083333333333,0.6112
0.632727272727273,0.5552,0.608181818181818,0.605,0.706666666666667,0.6296
0.618181818181818,0.586,0.627272727272727,0.61875,0.69875,0.6096
0.626363636363636,0.5448,0.619090909090909,0.61,0.704166666666667,0.6064
0.64,0.5772,0.636818181818182,0.61,0.702083333333333,0.6024
0.639090909090909,0.5684,0.614090909090909,0.605416666666667,0.70875,0.6116
0.643181818181818,0.572,0.622272727272727,0.601666666666667,0.706666666666667,0.6172
0.635454545454545,0.56,0.635909090909091,0.609166666666667,0.688333333333333,0.6292
0.650454545454546,0.5784,0.609090909090909,0.615833333333333,0.690833333333333,0.6212
0.652272727272727,0.5656,0.636363636363636,0.59875,0.714166666666667,0.6212
0.639545454545455,0.5812,0.627727272727273,0.602916666666667,0.70125,0.636
0.663181818181818,0.5524,0.623181818181818,0.61,0.705,0.6308
0.649090909090909,0.5908,0.616818181818182,0.610833333333333,0.727083333333333,0.6452
0.635454545454545,0.574,0.644545454545455,0.617916666666667,0.7075,0.6292
0.625909090909091,0.5684,0.645,0.609166666666667,0.70375,0.6424
0.657272727272727,0.5752,0.613636363636364,0.614583333333333,0.711666666666667,0.6156
0.647272727272727,0.58,0.635454545454545,0.612916666666667,0.710833333333333,0.6256
0.648181818181818,0.576,0.645454545454546,0.615833333333333,0.72,0.6336
0.644090909090909,0.5804,0.621818181818182,0.615833333333333,0.723333333333333,0.6344
0.663636363636364,0.5808,0.639090909090909,0.605,0.728333333333333,0.6256
0.657272727272727,0.5836,0.648181818181818,0.628333333333333,0.721666666666667,0.632
0.648636363636364,0.5812,0.620909090909091,0.6225,0.730416666666667,0.6324
0.653636363636364,0.5784,0.635454545454545,0.6225,0.7075,0.6316
0.645,0.5824,0.635,0.62375,0.719166666666667,0.6168
