1,267.15,-269.42,544.29,560.73,0.84171,-1.3305,0.87866,0.31959,0.012726
3,229.58,-220.21,469.16,485.65,2.4683,0.00012345,0.99085,0.35428,0.015293
6,145.58,-139.34,301.16,317.65,18.209,0.00012342,0.06111,0.042718,0.00031887
7,159.42,-151.78,328.84,345.34,10.557,0.0001234,0.062593,0.046614,0.00021924
8,265.13,-268.04,540.25,556.75,4.5223,-1.4222,0.059477,0.024314,0.019635
9,120.2,-123.41,250.4,266.82,8.0265,-9.9995,0.5592,0.16799,0.013746
10,261.78,-252.16,533.56,550.05,1.5447,0.00012339,0.96083,0.28819,0.021062
11,277.04,-267.34,564.07,580.56,0.84802,0.0001234,0.40127,0.0090492,0.84046
12,263.65,-255.53,537.3,553.79,8.5567,0.00012342,0.028183,0.027324,0.0028385
13,159.23,-151.39,328.46,344.93,12.234,0.00012343,0.26276,0.1951,0.0031528
14,180.32,-184.5,370.63,387.13,10.719,-2.9308,0.14786,0.062507,0.00044958
15,252.13,-242.65,514.27,530.76,1.7482,0.00012345,0.97479,0.47897,0.0077282
16,207.51,-197.99,425.02,441.46,3.725,0.00012344,0.85565,0.25097,0.03381
17,232.27,-234.69,474.54,491.03,3.0645,3.0201,0.39666,0.91998,0.016462
18,241.83,-244.07,493.66,510.13,2.5818,-1.4382,0.4174,0.4586,0.023305
19,178.06,-180.82,366.13,382.62,5.5157,-4.2414,0.77046,0.33675,0.01692
20,250.64,-241.1,511.29,527.78,5.4399,0.00012343,0.4059,0.43169,0.54533
21,164.32,-167.83,338.63,355.13,11.015,-10,0.53085,0.46815,0.080268
22,89.552,-97.259,189.1,205.6,29.929,1.5477,0.053669,0.056457,0.0016752
23,199.85,-202.33,409.7,426.2,2.6487,-2.5501,0.82779,0.46891,0.0041322
24,135.58,-141.78,281.17,297.63,23.896,-9.9996,0.07292,0.06013,0.096911
25,202.87,-194.21,415.74,432.24,5.8593,0.00012343,0.15865,0.093754,0.00039721
26,188.63,-181.1,387.26,403.75,11.515,0.00012342,0.093881,0.063117,0.00022873
27,168.06,-159.22,346.12,362.61,6.9162,0.00012343,0.98895,0.52964,0.058429
28,189.13,-193.06,388.27,404.76,11.802,1.2753,0.075743,0.07819,0.023405
29,190.04,-180.88,390.07,406.57,4.0815,0.00012343,0.96937,0.39453,0.0053704
30,246.17,-236.66,502.34,518.81,2.6814,0.00012341,0.47219,0.23557,0.0040582
31,248.12,-238.45,506.25,522.74,4.0928,0.00012337,0.27382,0.19523,0.27602
32,250.7,-254.34,511.41,527.87,8.3213,-1.1598,0.040427,0.029777,0.0097208
33,276.03,-277.95,562.05,578.54,0.9429,-0.64165,0.20741,0.66355,0.52458
34,260.69,-250.9,531.38,547.87,1.5329,0.00012347,0.9392,0.11338,0.17782
35,204.7,-208.39,419.39,435.88,7.6145,-9.9994,0.090054,0.04542,0.00050401
36,270.47,-260.58,550.94,567.43,1.2611,0.0001234,0.20701,0.68274,0.062252
37,204.27,-196.32,418.53,435.02,13.118,0.00012342,0.14518,0.25069,0.059239
38,223.21,-225.6,456.42,472.91,3.6108,-1.8117,0.96352,0.28906,0.23614
39,270.72,-260.98,551.44,567.93,1.3775,0.0001234,0.1806,0.3112,0.015393
40,242.88,-234.74,495.75,512.25,11.188,0.00012339,0.090027,0.04717,0.07746
41,203.09,-194.73,416.18,432.67,9.9566,0.00012348,0.22871,0.052649,0.97064
42,270.48,-260.68,550.95,567.32,0.17782,0.00012343,0.11707,0.28008,0.67335
43,205.83,-198.06,421.67,438.11,6.5035,0.00012342,0.038085,0.00012596,0.00039752
44,263.86,-254.76,537.73,554.22,6.8403,0.00012346,0.22637,0.31717,0.94438
45,255.05,-257.14,520.11,536.55,3.7208,0.74271,0.90789,0.57929,0.42191
46,225.47,-227.95,460.95,477.44,2.7462,1.6508,0.98349,0.73802,0.02399
47,239.45,-230.04,488.89,505.38,2.3205,0.00012344,0.61228,0.19727,0.0011002
48,263.56,-253.64,537.11,553.58,1.727,0.00012345,0.8821,0.24086,0.73893
49,270.71,-272.79,551.42,567.88,1.011,-1.3467,0.59758,0.47569,0.032747
50,92.282,-97.895,194.56,211.05,21.653,1.8923,0.22598,0.17956,0.032947
51,274.1,-264.11,558.2,574.69,2.0541,0.00012339,0.43335,0.78273,0.55388
52,150.82,-142.65,311.63,328.13,7.88,0.00012342,0.21823,0.056182,0.00010318
53,118.35,-125.4,246.7,263.19,30,2.8893,0.17458,0.50246,0.79543
54,133.14,-129.06,276.29,292.78,29.065,0.00012345,0.044372,0.043048,0.00019987
55,212.51,-204.04,435.02,451.51,9.169,0.00012339,0.082488,0.064879,0.044639
56,272.85,-263.19,555.71,572.17,1.6012,0.00012343,0.20464,0.12953,0.014845
57,258.21,-249.04,526.42,542.92,1.0832,0.00012341,0.98821,0.36569,0.00052262
58,193.2,-197.11,396.4,412.89,9.7692,-0.62554,0.070087,0.067005,0.0023284
59,178.62,-170.06,367.24,383.73,6.6021,0.00012341,0.18805,0.080067,0.00048746
60,244.48,-234.87,498.97,515.23,2.5714,0.00012338,0.38802,0.21759,0.010924
61,270.63,-260.86,551.27,567.76,0.93012,0.0001234,0.59778,0.88198,0.02365
62,258.86,-249.84,527.72,544.21,1.6741,0.00012345,0.15352,0.99202,0.00042603
63,184.88,-180.4,379.76,396.26,26.43,0.0001235,0.040712,0.021085,0.00013246
64,153.29,-161.38,316.58,333.07,30,1.2396,0.027794,0.018321,0.00018009
65,197.56,-200.78,405.12,421.61,3.7324,-0.99641,0.98219,0.069562,0.00032414
66,275.87,-277.87,561.74,578.23,0.51144,-1.0832,0.84877,0.25682,0.56882
68,240.82,-231.35,491.64,508.13,1.7582,0.0001234,0.96184,0.51488,0.0046669
69,225.09,-228.88,460.18,476.67,12.343,-2.121,0.21011,0.11115,0.31078
70,170.19,-161.03,350.37,366.86,5.1229,0.00012338,0.38558,0.13757,0.0067866
71,153.08,-146.3,316.16,332.63,15.195,0.00012341,0.065762,0.030154,0.00030055
72,163.63,-171.84,337.26,353.76,30,2.0771,0.014509,0.019049,0.00015939
73,271.11,-261.35,552.21,568.68,3.0047,0.00012343,0.46649,0.12792,0.87387
74,223.06,-225.6,456.12,472.59,1.489,2.1901,0.61508,0.098635,0.00064732
75,182.44,-186.27,374.88,391.37,11.182,-1.4748,0.1033,0.11556,0.027985
76,213.15,-204,436.31,452.8,3.5115,0.00012339,0.45261,0.065807,0.00099457
77,262.46,-252.62,534.92,551.41,1.7659,0.00012347,0.87302,0.57869,0.06709
78,269.05,-259.07,548.11,564.6,1.5416,0.00012339,0.73979,0.36797,0.16194
79,252.67,-243.35,515.35,531.84,2.2507,0.00012342,0.41387,0.30932,0.00032523
81,215.29,-208.17,440.59,457.08,12.596,0.0001235,0.022507,0.0096634,0.00066972
82,232.81,-223.44,475.63,492.12,2.5813,0.00012346,0.99151,0.56913,0.019322
83,236.8,-227.96,483.6,500.09,2.0246,0.0001234,0.99534,0.42333,8.7037e-05
84,244.56,-234.86,499.11,515.6,2.5811,0.00012339,0.3014,0.077427,0.068589
85,274.76,-264.7,559.52,576.01,0.92414,0.00012344,0.54769,0.51119,0.21101
87,274.78,-265.08,559.56,576.05,0.63525,0.0001234,0.9286,0.38917,0.023419
88,112.24,-115.04,234.49,250.98,4.9391,1.5797,0.96692,0.1618,0.016936
89,260.03,-250.31,530.07,546.53,1.5511,0.00012344,0.86962,0.54055,0.015753
90,254.63,-256.81,519.26,535.75,1.9321,-9.9995,0.87298,0.92238,0.18833
91,225.09,-216.41,460.18,476.67,5.8452,0.00012341,0.15115,0.07653,0.00052483
92,274.21,-264.29,558.42,574.91,1.7111,0.00012339,0.19896,0.28296,0.13209
93,121.85,-117.34,253.7,270.19,26.879,0.00012343,0.041374,0.026301,0.00035506
94,247.78,-238.21,505.57,522.03,5.1823,0.0001234,0.55538,0.54654,0.33763
95,232.26,-235.21,474.52,491.01,3.654,-1.7565,0.127,0.085829,0.00056914
96,174.44,-165.84,358.88,375.37,6.3221,0.00012341,0.33434,0.050129,0.00045583
97,271.92,-274.09,553.83,570.33,0.76666,-1.2305,0.85708,0.6424,0.029282
98,161.72,-153.11,333.43,349.92,6.312,0.00012345,0.24012,0.11527,0.00028598
99,228.4,-219.97,466.8,483.29,7.298,0.00012342,0.14409,0.16895,0.00028672
100,252.12,-242.8,514.25,530.71,5.0304,0.00012344,0.045188,0.2212,0.13397
103,189.3,-195.56,388.6,405.09,24.372,2.0584,0.063229,0.061804,0.074138
104,205.53,-196.28,421.06,437.55,3.213,0.0001234,0.98242,0.34067,0.0065197
105,276.14,-266.33,562.27,578.74,0.11535,0.00012337,0.34215,0.2534,0.57631
106,268.63,-260,547.26,563.75,6.8516,0.0001234,0.091701,0.0012721,0.18992
107,236.87,-227.3,483.75,500.24,2.5893,0.00012347,0.93321,0.57652,0.020002
108,257.29,-247.88,524.57,541.06,1.7594,0.00012338,0.49941,0.19093,0.00056116
109,243.35,-247.4,496.71,513.17,12.88,1.2379,0.18568,0.012064,0.84911
110,269.22,-259.4,548.44,564.93,1.3537,0.00012339,0.61972,0.88267,0.045294
111,170.15,-161.55,350.29,366.78,5.4006,0.00012342,0.089604,0.023747,0.00054499
112,112.88,-103.8,235.76,252.23,6.7695,0.00012342,0.62262,0.17768,0.041063
113,224.11,-214.9,458.22,474.72,2.4386,0.00012344,0.73911,0.61604,0.00014008
114,138.01,-129.88,286.01,302.48,9.031,0.0001234,0.18334,0.065586,0.00055176
115,193.35,-184.42,396.7,413.19,7.7546,0.00012346,0.82699,0.51209,0.049328
116,253.19,-243.46,516.38,532.87,2.4923,0.00012342,0.75524,0.36067,0.029287
117,250.95,-253.15,511.9,528.39,4.3203,1.6443,0.45713,0.69114,0.30286
119,228.17,-230.88,466.34,482.83,2.3474,-9.9993,0.60269,0.57201,0.00016059
120,261.93,-252.52,533.86,550.35,1.2187,0.0001234,0.98157,0.95479,0.022389
122,263.62,-253.95,537.25,553.74,2.5101,0.00012343,0.16621,0.029453,0.2419
124,82.446,-78.685,174.89,191.38,30,0.0001234,0.033158,0.015231,0.00016713
125,179,-182.05,368,384.49,8.4049,2.5375,0.36738,0.37934,0.0506
126,276.64,-266.6,563.27,579.76,0.74109,0.00012341,0.80445,0.3851,0.4183
127,250.28,-240.94,510.56,527.05,1.8718,0.00012339,0.98044,0.3111,0.003088
128,145.45,-141.32,300.9,317.4,28.394,0.00012348,0.034316,0.029563,0.00014947
129,209.71,-212.75,429.43,445.92,2.2674,1.4688,0.99362,0.14032,0.00018315
130,157.6,-160.25,325.2,341.69,4.2602,2.1398,0.96732,0.47242,0.017768
131,266.75,-256.89,543.5,559.99,1.8177,0.00012341,0.82404,0.73132,0.087303
132,213.4,-205.13,436.79,453.29,10.71,0.00012341,0.15626,0.11554,0.032368
133,194.88,-199.85,399.77,416.26,11.082,2.0281,0.019212,0.00056453,0.00013456
134,262.97,-265.25,535.94,552.41,1.1543,1.2605,0.32483,0.95957,0.011539
135,270.87,-261.37,551.73,568.2,0.75016,0.0001234,0.9434,0.072882,0.010903
136,223.05,-225.32,456.1,472.57,3.4957,1.9045,0.51337,0.55598,0.029152
137,41.662,-45.473,93.324,109.82,11.057,2.9243,0.96807,0.96811,0.23507
138,233.57,-226.91,477.15,493.64,14.64,0.00012347,0.020334,0.011517,0.00027363
139,276.01,-266.17,562.01,578.48,0.20194,0.00012339,0.25169,0.16007,0.64572
140,272.04,-262.1,554.09,570.58,0.93805,0.00012339,0.90651,0.24112,0.31873
141,244.85,-235.83,499.7,516.2,3.0794,0.00012343,0.16575,0.063096,0.00026754
142,121.82,-113.31,253.63,270.12,6.5285,0.00012342,0.2739,0.034099,0.00042239
143,200.68,-205.9,411.36,427.85,16.032,2.0608,0.088857,0.088071,0.000162
144,182.69,-173.29,375.39,391.88,4.2793,0.00012345,0.89645,0.32535,0.028755
145,271.17,-273.36,552.34,568.84,0.78354,-2.2472,0.75491,0.43633,0.015646
146,271.85,-274.16,553.7,570.19,1.5346,0.89751,0.12332,0.028409,0.018826
147,217.21,-209.98,444.41,460.91,11.905,0.00012342,0.043974,0.031977,8.1476e-05
149,276.47,-266.4,562.93,579.43,0.75342,0.00012339,0.51308,0.30424,0.41702
150,222.11,-224.59,454.22,470.71,3.1277,-1.1578,0.44562,0.22784,0.0060765
151,250.44,-241.44,510.88,527.37,4.4711,0.00012339,0.057788,0.024686,0.010213
152,164.22,-171.98,338.45,354.94,28.216,1.1891,0.022594,0.021409,0.0001626
153,274.68,-264.8,559.37,575.84,1.061,0.00012342,0.034433,0.37554,0.62696
154,236.54,-228.45,483.08,499.58,8.573,0.0001235,0.075195,0.065183,0.00037067
