1,264.82,-255.15,545.64,571.95,2.3307,0.00012338,0.48496,0.15567,0.0085488,0.13498,0.73691,0.52128
3,194.67,-186.82,405.35,431.73,7.9298,0.00012348,0.0074787,0.0020324,0.43298,0.35949,0.0036729,0.042915
6,131.74,-123.25,279.47,305.86,7.4994,0.00012345,0.21211,0.27756,0.26707,0.35097,0.00033768,0.069599
7,158.7,-151.04,333.41,359.8,8.5929,0.0001234,0.065212,0.065606,0.10133,0.089402,0.00017827,0.013025
8,263.86,-266.52,543.72,570.11,1.8137,-1.3821,0.15723,0.015062,0.1058,0.18399,0.019043,0.048883
9,110.13,-113.79,236.26,262.52,5.9607,-9.9965,0.95636,0.046591,0.42209,0.22583,0.00086214,0.0061608
10,260.24,-250.53,536.47,562.86,2.3028,0.00012338,0.73288,0.40838,0.92664,0.096568,0.12314,0.075346
11,273.69,-264.44,563.37,589.76,1.8618,0.0001234,0.0027856,0.83205,0.61071,0.22879,0.0035516,0.46819
12,252.49,-246.33,520.98,547.37,15.036,0.00012343,0.0021487,0.0077802,0.031908,0.82522,0.00045765,0.92452
13,156.18,-148.53,328.36,354.71,13.495,0.0001234,0.52546,0.22281,0.52883,0.19443,0.033256,0.0072824
14,165.28,-169.13,346.56,372.95,12.767,-3.9392,0.17385,0.69367,0.30322,0.89428,0.079451,0.55378
15,238.15,-230.32,492.3,518.69,8.8607,0.00012345,0.59543,0.19642,0.056791,0.0099606,0.070944,0.00038553
16,204.35,-195.51,424.7,451,4.1716,0.00012343,0.40198,0.055007,0.54952,0.18252,0.013439,0.000807
17,168.68,-173.41,353.36,379.75,12.016,2.3875,0.024723,0.076687,0.13052,0.50079,8.0293e-05,0.066166
18,240.5,-242.84,497.01,523.35,2.5515,-1.3193,0.31605,0.37507,0.68983,0.63671,0.02196,0.026804
19,172.71,-163.8,361.43,387.81,3.6832,0.00012337,0.84347,0.31681,0.53384,0.80649,0.00033281,0.013682
20,248.29,-238.51,512.58,538.97,3.7219,0.00012344,0.19824,0.60071,0.70175,0.76804,0.091144,0.44374
21,114.12,-118.98,244.24,270.63,14.275,-9.9998,0.092027,0.18953,0.16021,0.29827,0.00044129,0.048447
22,91.066,-84.827,198.13,224.52,17.829,0.00012346,0.078703,0.13094,0.12612,0.13179,0.00038266,0.024751
23,192.35,-195.18,400.7,427.09,2.587,-2.3794,0.63529,0.25389,0.77824,0.70663,0.0015314,0.0044326
24,121.84,-127.39,259.68,286.03,17.273,-9.9997,0.052952,0.022619,0.23698,0.025036,0.043833,0.010369
25,200.5,-191.74,417,443.39,4.3616,0.00012343,0.37673,0.26475,0.16744,0.17948,0.00018163,0.018115
26,187.05,-178.91,390.09,416.48,7.3099,0.00012343,0.12967,0.11402,0.16325,0.22528,0.00020672,0.012506
27,135.44,-127.67,286.89,313.27,11.381,0.00012349,0.15016,0.27394,0.16667,0.40845,0.00040272,0.089324
28,187.72,-178.46,391.45,417.84,3.8229,0.00012343,0.89688,0.17447,0.38793,0.53384,0.0057585,0.044069
29,170.98,-162.57,357.97,384.35,3.7373,0.00012343,0.93042,0.20647,0.98594,0.78347,0.00020637,0.0070485
30,244.15,-234.86,504.31,530.65,2.7641,0.00012342,0.63943,0.40775,0.28853,0.22558,0.0024959,0.012755
31,243.36,-245.7,502.72,529.1,4.6418,-2.8794,0.87186,0.70915,0.19663,0.22534,0.73422,0.67688
32,236.52,-228.34,489.03,515.38,7.3901,0.00012338,0.009085,0.075651,0.12661,0.10817,0.0018568,0.88963
33,274.98,-265.14,565.95,592.34,1.4168,0.00012339,0.69295,0.68747,0.064098,0.051744,0.37205,0.12236
34,255.81,-258.16,527.62,554.01,2.424,0.6717,0.38201,0.073619,0.90875,0.064635,0.17037,0.013981
35,190.36,-193.36,396.72,423.11,4.0537,-9.9996,0.23838,0.29205,0.51203,0.95839,0.00051488,0.085533
36,265.93,-257.1,547.86,574.25,5.9809,0.00012339,0.12557,0.22982,0.029917,0.035014,0.21991,0.024314
37,198.55,-192.39,413.11,439.49,18.772,0.00012341,0.033168,0.057574,0.10608,0.14618,0.010939,0.012815
38,207.66,-210.99,431.33,457.71,3.7917,-2.2056,0.31606,0.22764,0.97404,0.043236,0.0036794,0.0025217
39,267.78,-259.11,551.57,577.95,1.4664,0.00012341,0.075582,0.0042223,0.021589,0.27614,0.01069,0.002578
40,235.18,-226.19,486.36,512.75,6.3785,0.0001234,0.058427,0.12013,0.11735,0.59634,0.021333,0.59937
41,182.82,-175.22,381.65,408.04,9.0702,0.0001234,0.054678,0.0036888,0.5457,0.028728,0.087102,0.0007818
42,270.07,-260.39,556.15,582.33,0.2717,0.00012343,0.2941,0.76848,0.11061,0.60188,0.68265,0.011761
43,182.29,-174.38,380.59,406.89,7.2522,0.00012342,0.17291,0.7669,0.0019173,0.0025863,0.0025317,0.63767
44,260.67,-251.2,537.34,563.73,1.4862,0.00012343,0.94538,0.47196,0.080311,0.95256,0.008927,0.50725
45,250.74,-241.74,517.47,543.78,4.8022,0.00012342,0.65974,0.060483,0.8051,0.069477,0.31361,0.0022038
46,209.35,-212.32,434.7,461.09,3.3639,2.2476,0.88794,0.98373,0.17098,0.23446,0.0038259,0.026293
47,234.78,-225.9,485.56,511.95,2.0764,0.00012343,0.88425,0.07467,0.7197,0.36654,0.0030135,0.00044857
48,258.38,-248.86,532.75,559.1,2.5504,0.00012343,0.055487,0.056774,0.93013,0.67012,0.055855,0.71048
