1,268.16,-270.16,542.31,552.18,0.65403,-1.1344,0.55007
3,239.8,-245.46,485.6,495.5,21.575,1.2227,0.01566
6,154.06,-160.69,314.12,324.02,27.261,0.85799,0.034179
7,160.16,-152.31,326.32,336.21,13.345,0.00012341,0.040049
8,272.11,-262.95,550.23,560.12,5.5801,0.00012338,0.020964
9,148.32,-155.7,302.64,312.49,30,-9.9953,0.015849
10,268.04,-258.11,542.07,551.97,0.7048,0.00012339,0.81484
11,277.36,-267.89,560.72,570.62,0.48778,0.0001234,0.0022871
12,263.4,-254.88,532.81,542.7,9.3358,0.00012342,0.022899
13,165.87,-157.58,337.73,347.61,11.655,0.00012344,0.17656
14,229.32,-236.73,464.64,474.53,30,-2.3329,0.012614
15,258.25,-248.28,522.5,532.39,1.3164,0.00012348,0.6415
16,223.11,-225.26,452.22,462.08,3.423,1.3504,0.28859
17,220.55,-226.69,447.09,456.99,24.025,1.561,0.016707
18,244.03,-246.26,494.06,503.94,3.0539,-1.476,0.18015
19,200.77,-203.07,407.54,417.44,3.9021,-2.519,0.45407
20,261.03,-252.75,528.06,537.96,10.56,0.00012343,0.018814
21,164.19,-171.5,334.38,344.28,30,-10,0.033401
22,93.693,-88.658,193.39,203.28,28.315,0.00012346,0.056845
23,203.36,-205.54,412.72,422.62,3.072,-2.1451,0.41155
24,148.22,-154.3,302.44,312.32,23.543,-9.9994,0.028871
25,206.59,-209.79,419.19,429.08,9.1379,1.1208,0.068267
26,198.94,-190.24,403.89,413.78,9.146,0.00012343,0.10808
27,200.4,-207.65,406.8,416.69,30,1.3249,0.021714
28,194.74,-186.78,395.47,405.37,12.772,0.00012346,0.04189
29,202.54,-204.66,411.09,420.98,3.3368,1.4005,0.51554
30,252.66,-242.84,511.32,521.2,2.6114,0.00012343,0.23818
31,259.23,-262.39,524.46,534.36,7.6153,-1.9035,0.020261
32,251.7,-255.54,509.39,519.27,11.51,-1.1437,0.022137
33,277.28,-267.53,560.56,570.45,0.38052,0.00012339,0.053359
34,263.97,-266.36,533.95,543.84,3.6638,1.7011,0.034212
35,210.57,-215.79,427.15,437.04,18.817,-9.9995,0.020908
36,273.61,-263.65,553.22,563.11,0.63545,0.0001234,0.39585
37,225.73,-217.73,457.45,467.35,12.652,0.0001234,0.050881
38,255.99,-258.01,517.98,527.87,1.7155,-1.1924,0.43803
39,271.38,-261.49,548.76,558.65,1.4349,0.0001234,0.12892
40,252.18,-242.35,510.36,520.26,2.604,0.0001234,0.26822
41,230.26,-236.37,466.52,476.41,23.768,1.5379,0.014246
42,270.43,-260.92,546.85,556.67,0.49465,0.00012343,0.0030905
43,262.95,-252.98,531.9,541.77,1.2219,0.00012342,0.41405
44,271.47,-261.71,548.94,558.84,2.1918,0.00012344,0.06687
45,264.41,-266.31,534.83,544.69,0.86581,1.3737,0.43843
46,232.63,-223.25,471.25,481.15,5.3192,0.00012351,0.12759
47,246.12,-237.07,498.25,508.14,6.7408,0.00012349,0.050814
48,269.89,-272.09,545.78,555.66,0.29342,1.234,0.97018
49,271.19,-273.23,548.38,558.26,1.0393,-1.2062,0.19742
50,109.47,-116.66,224.94,234.83,30,1.7699,0.054481
51,275.49,-265.56,556.98,566.88,0.43721,0.0001234,0.55599
52,206.95,-202.4,419.9,429.79,30,0.00012345,0.010978
53,103.24,-98.6,212.48,222.37,29.977,0.00012344,0.02658
54,133.11,-128.34,272.21,282.11,29.553,0.00012345,0.04287
55,221.05,-212.78,448.11,458,10.866,0.0001234,0.031607
56,273.36,-263.6,552.72,562.6,2.318,0.00012343,0.073324
57,263.05,-253.08,532.11,542,1.2107,0.00012343,0.41094
58,193.42,-185.05,392.84,402.73,10.689,0.00012339,0.058285
59,216.32,-207.17,438.64,448.54,6.6631,0.00012344,0.12959
60,247.74,-237.93,501.48,511.24,2.5208,0.00012339,0.1851
61,271.27,-261.34,548.54,558.44,0.5621,0.0001234,0.71796
62,272.62,-262.67,551.23,561.13,1.1631,0.00012343,0.24349
63,243.72,-245.95,493.43,503.33,3.6518,1.9016,0.20755
64,175.35,-182.59,356.69,366.59,30,1.5034,0.026525
65,239.32,-229.97,484.64,494.54,5.3355,0.0001234,0.10372
66,275.41,-265.68,556.82,566.71,0.27217,0.00012338,0.93506
68,243.87,-233.93,493.75,503.64,1.4614,0.0001234,0.72971
69,253.04,-256.1,512.09,521.98,7.2007,-1.5973,0.026629
70,196.21,-187.42,398.42,408.31,8.6433,0.0001234,0.10852
71,187.83,-183.22,381.66,391.54,29.999,0.00012343,0.019944
72,169.79,-175.09,345.59,355.48,19.593,1.9326,0.019789
73,273.15,-263.53,552.31,562.19,2.5098,0.00012343,0.02344
74,229.81,-231.76,465.61,475.49,0.75168,2.9412,0.52848
75,183.53,-187.41,373.07,382.96,12.093,-1.5088,0.05103
76,252.35,-243.53,510.69,520.59,8.0084,0.00012343,0.04438
77,262.58,-264.5,531.17,541.06,1.3622,1.4591,0.33833
