1,266.05,-268.2,546.09,569.11,1.1672,-1.1534,0.43435,0.21274,0.91401,0.035944,0.49864
3,222.31,-213.67,458.63,481.71,2.1715,0.00012346,0.98655,0.0010272,0.40114,0.10824,0.5
6,132,-124.42,277.99,301.08,8.1264,0.00012343,0.22874,0.00064062,0.048164,0.023188,0.49837
7,159.54,-152.2,333.08,356.17,7.723,0.00012341,0.086262,0.00042248,0.021822,0.01191,0.5
8,264.19,-266.86,542.38,565.47,1.8726,-1.3826,0.13959,0.022921,0.73999,0.015372,0.49957
9,111.97,-115.44,237.94,260.92,5.1802,-9.9992,0.46706,0.0019697,0.31659,0.027915,0.50025
10,260.41,-250.72,534.81,557.9,1.9337,0.00012339,0.93699,0.10912,0.18798,0.88223,0.50006
11,277.36,-267.48,568.72,591.8,0.49761,0.0001234,0.013613,0.49842,0.50707,0.58675,0.50135
12,261.08,-253.65,536.16,559.25,9.4562,0.00012342,0.046658,0.015259,0.0007503,0.025227,0.49996
13,160.57,-154.04,335.14,358.2,12.688,0.00012343,0.2016,0.00088254,0.0044646,0.015868,0.49391
14,169.59,-174.38,353.18,376.27,13.246,-3.2356,0.16866,0.0079565,0.036838,0.055333,0.5001
15,245.27,-236.56,504.54,527.63,2.3995,0.00012347,0.67555,0.0043688,0.0012673,0.18305,0.49999
16,206.95,-198.56,427.91,450.93,3.5889,0.00012349,0.37288,0.00076341,0.11632,0.01257,0.50021
17,206.58,-211.37,427.15,450.24,8.1117,1.456,0.076083,0.00010785,0.0088997,0.082785,0.49984
18,241.75,-244.48,497.49,520.55,2.4044,-1.4884,0.52924,0.033504,0.038571,0.017493,0.50051
19,168.41,-159.99,350.82,373.91,3.427,0.00012337,0.66946,0.002024,0.08905,0.0023431,0.49999
20,250.11,-240.44,514.23,537.32,3.4021,0.00012343,0.36328,0.091642,0.16516,0.27674,0.50014
21,131.51,-136.2,277.03,300.11,9.945,-9.9999,0.29571,0.00067235,0.057794,0.021309,0.50031
22,91.902,-86.421,197.8,220.89,18.225,0.00012346,0.094779,0.00075499,0.0055592,0.028398,0.50268
23,195.18,-198.72,404.35,427.44,2.4524,-2.2825,0.67079,0.0012667,0.039512,0.0037002,0.5028
24,129.88,-134.33,273.77,296.82,14.597,-9.9978,0.11092,0.065936,0.077175,0.62136,0.50452
25,203.29,-195.28,420.57,443.66,4.7573,0.00012344,0.20262,0.00057451,0.024077,0.017343,0.49953
26,188.15,-180.79,390.29,413.38,7.9072,0.00012343,0.13871,0.00058123,0.018001,0.0088541,0.52597
27,139.79,-132.49,293.58,316.66,9.4545,0.00012345,0.19539,0.00054596,0.05304,0.021449,0.5003
28,185.61,-177.2,385.23,408.32,4.8099,0.00012345,0.27495,0.00192,0.095382,0.021429,0.50001
29,178.6,-170.21,371.21,394.29,3.4072,0.00012344,0.94961,0.00090595,0.64591,0.014918,0.50026
30,247.41,-238.6,508.83,531.88,2.474,0.00012343,0.46389,0.003262,0.033771,0.030846,0.49993
31,247.58,-237.6,509.16,532.25,2.572,0.00012338,0.39218,0.20787,0.63765,0.30242,0.49998
32,242.13,-244.98,498.26,521.31,3.2051,-0.84788,0.48996,0.79952,0.95429,0.00049147,0.49989
33,275.88,-265.81,565.76,588.85,1.242,0.00012339,0.40582,0.54036,0.095583,0.76304,0.50004
34,258.1,-260,530.2,553.29,1.7254,1.3242,0.61842,0.17152,0.43926,0.8794,0.49101
35,192.64,-196.11,399.28,422.36,3.7323,-9.9997,0.43071,0.0010708,0.12359,0.01909,0.50053
36,268.8,-259.22,551.6,574.68,2.1592,0.0001234,0.29615,0.74162,0.0048386,0.1135,0.4993
37,207.06,-198.36,428.11,451.2,9.7802,0.00012342,0.56133,0.26469,0.15391,0.09824,0.50003
38,213.68,-204.39,441.37,464.45,2.8111,0.00012338,0.7967,0.018156,0.04186,0.6903,0.50266
39,269.32,-259.92,552.65,575.74,1.6213,0.0001234,0.17554,0.13464,0.7711,0.0010982,0.49999
40,239.94,-231.48,493.88,516.97,9.8393,0.00012339,0.098911,0.070111,0.21578,0.24379,0.50097
41,192.35,-195.22,398.7,421.79,6.8781,1.0686,0.19211,0.098641,0.23617,0.94655,0.5
42,270.42,-260.47,554.85,577.76,0.51036,0.00012343,0.029324,0.56651,0.52897,0.51197,0.50003
43,207.8,-199.9,429.61,452.62,6.6554,0.00012342,0.037181,0.00058225,0.91294,0.78358,0.50015
44,263.16,-254.08,540.33,563.42,7.1846,0.00012345,0.23139,0.7843,0.95556,0.43527,0.50003
45,256.89,-247.22,527.78,550.8,4.2078,0.00012345,0.91696,0.49499,0.82727,0.71145,0.50005
46,219.58,-222.5,453.16,476.25,3.031,1.9797,0.9571,0.018124,0.029853,0.086384,0.50083
47,235.84,-239.25,485.69,508.78,1.793,1.2548,0.54974,0.00080685,0.18467,0.0014757,0.4995
48,262.77,-264.72,539.54,562.59,3.2384,0.83105,0.28013,0.45739,0.8505,0.81974,0.50209
