1,262.76,-265.3,541.51,567.82,1.3816,-1.4121,0.92285,0.25182,0.75398,0.82957,0.045367,0.0036774
3,193.19,-184.4,402.37,428.76,6.5889,0.00012344,0.44363,0.42127,0.60882,0.42016,0.00078064,0.05577
6,131.2,-123.28,278.4,304.78,7.6107,0.00012344,0.22974,0.30055,0.0029699,0.084374,0.00037272,0.044223
7,159.26,-151.39,334.51,360.9,8.1615,0.0001234,0.10528,0.093924,0.052362,0.48766,0.00018675,0.011881
8,264.17,-266.83,544.34,570.72,1.8442,-1.4081,0.16662,0.13017,0.035506,0.73395,0.027586,0.0092882
9,110.56,-114.01,237.11,263.38,5.7142,-9.9972,0.58302,0.26502,0.0066764,0.15239,0.0068594,0.007999
10,259.39,-249.7,534.77,561.16,2.5106,0.00012338,0.9503,0.40702,0.22363,0.080645,0.075533,0.3217
11,274.14,-264.79,564.29,590.67,2.2141,0.0001234,0.27342,0.035149,0.92603,0.56966,0.0021049,0.49352
12,253.09,-247.2,522.18,548.57,17.03,0.00012341,0.029435,0.024634,0.17186,0.078386,0.00021915,0.004139
13,155.2,-148.07,326.41,352.75,13.569,0.0001234,0.53038,0.20905,0.029943,0.0038522,0.039339,0.015499
14,161.47,-165.57,338.93,365.32,14.16,-3.6491,0.22662,0.62239,0.21716,0.72989,0.038625,0.37587
15,238.95,-230.4,493.89,520.28,3.2659,0.00012343,0.98479,0.41355,0.028392,0.00020992,0.034712,0.10186
16,202.96,-194.34,421.92,448.23,3.9139,0.00012344,0.53379,0.20155,0.021371,0.063876,0.0079265,0.0009039
17,179.02,-183.27,374.04,400.43,6.2699,3.8282,0.18133,0.8526,0.00010252,0.10697,0.00011209,0.071595
18,242.63,-233.31,501.26,527.61,2.342,0.00012338,0.49572,0.65892,0.04223,0.069102,0.013548,0.023983
19,162.65,-166.26,341.29,367.68,3.7311,-3.6544,0.91516,0.55257,0.0039679,0.054546,0.0090067,0.00057317
20,245.47,-236.52,506.94,533.32,2.1934,0.00012343,0.99129,0.68144,0.23459,0.48916,0.00022598,0.051378
21,114.67,-119.8,245.35,271.73,13.969,-9.9997,0.13688,0.29437,0.011107,0.084353,0.00027533,0.05354
22,86.115,-92.099,188.23,214.62,17.435,2.1914,0.08418,0.17495,0.0017269,0.03959,0.00048543,0.061748
23,195.05,-198.57,406.09,432.48,2.4471,-2.3487,0.72855,0.6344,0.0012345,0.033703,0.0019409,0.0025038
24,124.97,-129.38,265.93,292.28,12.163,-9.9995,0.14198,0.059321,0.091076,0.035596,0.0043511,0.19578
25,202.72,-194.84,421.43,447.82,5.157,0.00012343,0.19185,0.14758,0.0014051,0.012463,0.00046753,0.0090486
26,188.06,-180.73,392.13,418.51,8.0782,0.00012342,0.13857,0.13393,0.0013504,0.017833,0.0003307,0.0081702
27,134.85,-127.48,285.7,312.08,10.681,0.00012348,0.18218,0.35913,0.00037228,0.1098,0.0016677,0.068588
28,184.56,-176.07,385.13,411.51,4.6034,0.00012346,0.25431,0.37169,0.0010197,0.13521,0.0014606,0.040199
29,172.2,-163.41,360.4,386.79,7.0126,0.00012342,0.96725,0.72959,0.4115,0.62106,0.024397,0.036784
30,245.31,-236.47,506.62,532.96,2.573,0.00012342,0.59277,0.33744,0.0016173,0.012224,0.024757,0.019464
31,244.59,-246.57,505.19,531.57,2.9063,-1.9405,0.43946,0.40711,0.23277,0.54302,0.83747,0.3264
32,236.69,-228.32,489.38,515.73,7.6859,0.00012338,0.12374,0.075045,0.6779,0.9155,0.0017,0.071929
33,275.48,-265.53,566.97,593.36,1.5321,0.00012339,0.28017,0.39883,0.17284,0.07012,0.77378,0.79334
34,256.63,-258.86,529.25,555.64,1.9194,0.92888,0.88,0.098842,0.29788,0.027215,0.19837,0.057903
35,189.84,-193.19,395.69,422.08,3.5353,-9.9985,0.4351,0.95307,0.0027857,0.23945,0.00062584,0.069962
36,264.01,-254.95,544.03,570.41,1.9,0.0001234,0.3774,0.42065,0.51826,0.010208,0.00076198,0.022047
37,198.45,-191.64,412.9,439.28,15.918,0.00012342,0.10129,0.18096,0.06691,0.076864,0.0074722,0.018571
38,210.57,-213.56,437.14,463.53,2.9285,-1.6266,0.92187,0.71429,0.030791,0.039623,0.0007811,0.55999
39,267.79,-258.51,551.58,577.96,1.5858,0.00012341,0.077994,0.21544,0.011537,0.69948,0.48735,0.00213
40,234.02,-225.23,484.04,510.43,4.7022,0.00012341,0.14006,0.4368,0.046499,0.86062,0.00046178,0.095443
41,183.76,-176.03,383.52,409.9,9.5048,0.00012342,0.25821,0.032596,0.95072,0.1252,0.024884,0.00076956
