1,267.17,-257.58,548.34,571.36,1.1064,0.00012338,0.20356,0.0066065,0.79262,0.66893,0.050925
3,196.65,-188.48,407.3,430.39,9.5022,0.00012346,0.018533,0.0096098,0.76017,0.36357,0.049476
6,144.92,-138.78,303.84,326.93,17.423,0.00012342,0.055966,0.036284,0.071693,0.055398,0.00018399
7,158.61,-151.16,331.22,354.31,10.38,0.0001234,0.051686,0.034936,0.084334,0.055441,0.0001865
8,263.64,-266.31,541.29,564.38,1.9444,-1.3884,0.14003,0.012802,0.095068,0.12365,0.013123
9,110.17,-113.55,234.34,257.32,5.9493,-9.9995,0.95928,0.032768,0.42938,0.19226,0.0010543
10,260.34,-250.54,534.69,557.77,2.2233,0.00012338,0.69709,0.52993,0.93035,0.13661,0.10782
11,276.49,-266.88,566.97,590.06,1.4723,0.0001234,0.076705,0.80617,0.76241,0.0066713,0.74332
12,253.09,-247.48,520.19,543.28,17.63,0.00012341,0.0062672,0.0088761,0.029388,0.02188,0.0002601
13,158.42,-150.56,330.84,353.89,12.738,0.00012342,0.27627,0.21492,0.27673,0.18097,0.0056202
14,173.5,-177.41,361,384.09,10.672,-3.4372,0.38473,0.13187,0.11116,0.051795,0.0071211
15,242.39,-232.89,498.79,521.88,2.3429,0.00012345,0.86861,0.67089,0.80973,0.13808,0.0046623
16,204.55,-195.46,423.11,446.13,4.2135,0.00012344,0.30775,0.070393,0.3654,0.1876,0.0009308
17,204.32,-207.08,422.65,445.73,4.2315,1.6294,0.99238,0.45049,0.26971,0.84707,0.01443
18,240.51,-242.67,495.01,518.07,2.5831,-1.34,0.31833,0.35193,0.69543,0.60299,0.023105
19,170.32,-172.98,354.65,377.73,4.3266,-3.4565,0.81099,0.21953,0.62777,0.52073,0.0030848
20,250.61,-240.82,515.22,538.31,3.3198,0.00012342,0.44002,0.29175,0.91126,0.37281,0.17168
21,139.99,-143.94,293.98,317.07,11.909,-9.9998,0.14867,0.097947,0.21829,0.34838,0.01423
22,92.774,-88.295,199.55,222.64,27.378,0.00012345,0.053668,0.055691,0.076843,0.058989,0.0012353
23,192.38,-194.86,398.76,421.85,2.6151,-2.4041,0.64719,0.2287,0.78848,0.67565,0.0018498
24,122.9,-127.81,259.8,282.86,15.922,-9.9997,0.05423,0.042862,0.26343,0.045483,0.043472
25,202.44,-193.68,418.88,441.97,5.3163,0.00012343,0.24036,0.12285,0.15111,0.094888,0.00041693
26,187.13,-179.81,388.26,411.35,11.734,0.00012342,0.073288,0.048255,0.12558,0.075453,0.00017339
27,143.05,-135.46,300.09,323.18,9.1915,0.00012345,0.05039,0.0011277,0.21418,0.11314,0.00067264
28,181.14,-172.77,376.27,399.36,8.5178,0.00012346,0.057247,0.02965,0.3071,0.18411,0.008832
29,171.64,-162.87,357.28,380.37,3.6899,0.00012342,0.937,0.17331,0.98773,0.68559,0.00037447
30,244.57,-234.95,503.15,526.2,2.766,0.00012342,0.7106,0.35108,0.3409,0.20088,0.0066966
31,243.38,-245.75,500.77,523.86,4.498,-2.8284,0.87677,0.7408,0.21086,0.2289,0.72824
32,236.64,-228.38,487.28,510.33,4.4375,0.00012339,0.018842,0.004058,0.0058648,0.54699,0.0014248
33,275.01,-265.29,564.03,587.12,1.4568,0.00012339,0.37375,0.78414,0.031925,0.058944,0.15066
34,258.49,-248.76,530.99,554.08,2.6623,0.00012345,0.28801,0.20034,0.9458,0.19041,0.14274
35,193.79,-196.92,401.59,424.68,4.8574,-9.9997,0.14769,0.040189,0.41378,0.21611,0.0005383
36,263.73,-254.56,541.45,564.54,2.4995,0.00012341,0.02381,0.29795,0.29623,0.13939,0.00072219
37,198.36,-192.16,410.71,433.8,19.757,0.00012341,0.032128,0.052644,0.10179,0.13678,0.010957
