matlab_id,1L,2L,4L,1LS,2LS,4LS,decay1a1e,decay1a2e,decay1a4e,decay2a1e,decay2a2e,decay2a4e,decay4a1e,decay4a2e,decay4a4e
31,532.891881886241,525.732723866698,526.918990838409,534.358877567528,526.594714491882,529.453665034036,513.962404359028,518.237766710119,532.245575821613,522.740547572899,523.332884673952,531.573309820889,523.856954862136,529.104622336328,537.942202426862
32,516.351875817841,520.280372505182,499.50076012335,519.271292630112,538.068872714167,504.909729669481,525.570281197012,532.291002457824,521.310064687681,527.872966823974,529.01356677279,515.728425633928,510.334847724403,515.37698460067,523.461213105256
33,565.153481437609,569.533528536085,578.647722863606,570.452257522789,574.906122641206,583.120299052217,574.682411689958,579.43959275283,588.850807596036,578.544061186698,584.549081262826,593.355949295304,587.117632530665,592.337956705701,602.9023593964
34,555.751954090311,536.932038347676,544.604182445327,543.844518773912,536.499477709535,546.619978830186,542.409764111301,543.010456641232,553.286691260585,547.869114574153,545.021476946666,555.641192994013,554.07618527188,554.010810261864,564.104972994676
35,442.363569894245,436.660082436428,427.44290415401,437.040165871368,430.402572713997,419.166950256704,439.41263892811,424.97737396935,422.364550364903,435.882435340592,419.581164115257,422.075411489993,424.675078874868,423.111317270536,429.056958528554
36,557.815723215379,559.723863601667,553.715027361688,563.114143708526,565.022190534191,559.01326819041,565.133566990382,567.9176235733,574.684467160577,567.430817078121,572.777242947243,570.413412085436,564.540646981716,574.246860138437,579.502501791544
37,462.047359089329,434.983643305241,424.055454379687,467.345674730675,440.281808906899,429.353588348484,462.598489512631,443.919146084182,451.201361309404,435.023241127029,440.144857301759,439.282580638208,433.80082687374,439.494224549275,442.632588821828
38,525.051049495261,468.358870527553,447.68931522486,527.873967302049,469.399518976294,446.679658874021,500.370559259393,469.197319723165,464.453782984617,472.914295667193,474.614111669101,463.52644947073,452.150950022047,457.71270552285,468.260693169145
39,553.354176679412,557.057799097585,561.479532346746,558.652484635251,562.356046760916,566.77639681737,564.05524028868,569.076568727955,575.736509892031,567.927681004281,571.953566324849,577.962431751012,572.342055366883,577.951613432492,588.272068625488
40,514.957646271852,510.333363782895,499.482363300896,520.256115220175,515.631866852805,504.782648588331,524.263431578746,506.38869404077,516.968134775825,512.245226546224,506.742302263075,510.425550787593,510.329034552737,512.747643142252,519.972508687151
41,487.119975970871,426.390099325239,404.289867159189,476.411635140177,421.860446486479,409.587466964784,435.633388982784,416.913400754526,421.786725365262,432.669368373302,427.64190178705,409.90464088091,408.051105836728,408.035769051335,415.368250889015
42,551.399342988511,555.787165853082,566.454165558088,556.672233482538,561.05954189863,571.727247460584,561.936500405648,567.210316314327,577.758106852071,567.31679995257,572.596252432464,583.143725573043,577.898154924153,582.329363646143,592.865376732339
43,536.480830334832,427.319061492646,397.774862062818,541.768738124551,432.606993568941,403.062838828201,543.916320773867,441.73895697941,452.623575425254,438.108233535189,443.424285418677,415.316149805082,408.524187157118,406.893155666475,417.478563166855
44,553.537872598674,551.209048192155,555.550815303435,558.835330840116,556.506867944398,560.848752576882,550.164530327566,555.59700491859,563.416902635903,554.221184451052,551.818109358958,561.299783281338,556.596678963092,563.727795899159,571.476060177498
45,551.027449454969,551.837291362209,557.569543212318,544.689805755623,548.516925057566,554.291994857334,542.491793431324,537.294725677284,550.798456311064,536.549263798686,533.336207732405,543.289381035929,549.875336207195,543.779173758858,552.959644811562
46,475.850504843002,479.706625855526,480.136692115435,481.146531079566,471.449128873445,472.201973676217,471.615965702582,471.525198524676,476.250794801229,477.436955728085,490.704358245434,468.858103169327,461.847290018883,461.085651870639,468.139965722999
47,502.848505991792,494.604606480245,495.626271985196,508.144948041731,499.902173636586,500.923982238994,502.6757805228,525.233940235338,508.776244836265,505.382140720396,508.972646979912,514.047643840235,506.446379170313,511.945096987293,538.718282673643
48,559.282093929234,546.865676710588,547.99449218875,555.66257329276,552.164869758918,553.288076157232,551.701173194788,555.716780145823,562.592590303215,553.579567510606,558.720448632428,559.623670453892,553.807915905402,559.100648392343,567.269981296333
49,555.660577952217,560.725830381116,567.514958102631,558.262725031578,566.023394814968,573.257324174768,562.808349009922,570.511347905189,575.884156036521,567.881774078159,572.082572485634,583.387562644081,575.277189833107,580.341458815699,590.454772138811
50,243.785307676943,212.632784170505,206.245787854932,234.830954922861,217.930153823683,211.542897608742,239.849931290698,175.095006609882,184.923306084784,211.05498813292,171.010345972056,181.6726883712,216.000989823114,181.372741224393,191.077318414342
51,561.557693457917,566.859567733391,575.295567680276,566.878184803416,572.158068340365,580.595642356131,570.706265435223,574.838502601399,585.375778433146,574.68919667287,580.00884159408,590.539837502873,584.812809124956,590.098864804269,600.668268189454
52,424.49722774822,317.329927512281,297.824509433082,429.794575068962,322.627934919265,303.122310239286,434.33159819499,316.980359338792,326.902835925302,328.125694053208,320.380517099233,326.635883509891,308.621977861619,311.770944649334,320.922598668193
53,217.0604439752,221.893537200399,197.474521412414,222.374858107943,227.191144979026,202.772174523492,227.806796452677,225.142850293665,217.007984393313,263.190653563901,149.376939686098,151.022225078889,253.90341359111,159.436755120823,158.060007195638
54,276.68459631144,281.958193761614,286.66234101622,282.1065730983,287.258019743016,291.961043231612,287.506680668336,291.118568158841,294.257021329488,292.779974937197,294.972179447538,298.339123710324,297.471418870356,301.760630027197,301.538496562062
55,452.703614920904,448.636493164521,442.79077809076,458.002034499189,453.935000531633,448.089198443258,446.197028805381,451.854036794353,452.582855608399,451.511886348009,457.739022620381,457.6433842954,452.945364218684,456.131304311149,467.847341036208
56,557.307671105289,561.729019715973,570.069639252041,562.600313643149,567.021715645943,575.362356669139,567.976132653602,573.370587300246,585.065619399857,572.174652157272,570.899647580971,581.674811956535,580.698162032897,580.931807672551,591.433285440015
57,536.703337501799,532.110327225082,509.861982591007,542.001155449702,537.40842642868,515.159666964146,547.473987084501,541.6100614851,548.661852116806,542.915274894667,546.435906298534,539.417297529265,520.583085890478,524.146850312485,524.157393314362
58,397.433343784127,402.928478547412,400.163401000739,402.732034817948,408.241403162614,403.183921460331,408.220232776348,413.173634319228,420.354058736503,412.88899973604,416.814893350638,419.911034142683,408.720970327714,416.282047685811,424.980725201277
59,443.240853518367,372.910026224663,359.997771140848,448.538403545575,378.20819134331,365.296217715654,436.347338047823,384.350803146522,377.383930459991,383.729848548698,389.586681266711,382.585523032459,370.827276069137,380.35014890943,384.782067104658
60,505.986861543785,504.708520796701,508.467445217925,511.239441588006,509.961245045258,512.180345193757,516.66034818042,516.31164904234,525.623254005365,515.226401393713,520.454484854624,527.560798209411,518.252379536397,522.990896465801,531.90531229399
61,553.138196791741,558.331350309048,554.519995613427,558.436578838703,563.629706769138,559.818355377146,563.091129257745,567.900004021905,578.020869486214,567.758350064171,573.006425200232,572.799506564301,564.577973248588,569.662421827261,579.124694294138
62,555.831743705391,533.419031556183,530.632287405527,561.129561337238,538.716232443262,535.929373261811,560.430518866616,547.353301129186,558.091018939621,544.210609201299,566.178169817221,552.325369172995,528.115334994573,533.139104719893,543.612684290617
63,515.258282680802,385.42255252735,363.325784328785,503.327217609513,390.789854616495,340.582994753241,500.774689715697,388.61095618271,357.276347863115,396.255956498038,370.793140603598,359.784817318015,346.104394094057,340.170402730607,341.238548819676
64,374.141595937485,330.596056721757,333.686286950164,366.588879078165,335.894115802613,332.493535216527,381.667079081441,329.028724035982,333.175579117025,333.072551870158,299.190385778243,331.475608590214,380.418836141298,330.153589325226,311.980016484279
65,489.239920452423,412.655999578616,415.241363164975,494.538360418715,416.121199670808,418.682217176714,474.620827986192,422.698453391919,427.17620694504,421.607672893467,426.992885247281,430.729411693645,426.036055110069,431.610205256332,441.321083276447
66,561.414788309406,566.847641871068,576.89112164159,566.713534439434,572.146470728023,582.286133218831,574.044202678571,579.020876132891,588.911320874652,578.229998462656,582.635407675847,592.880061968562,587.749860847169,592.824216635609,599.328890747268
68,498.345550779476,498.091805739729,486.858671733082,503.643867862869,503.390246250268,492.157366081338,508.872365256051,511.08270569838,499.475263323651,508.130097622803,513.098336962111,505.002989743124,497.612057457818,503.071422413248,514.063889143325
69,520.521519274252,469.441921748864,465.549410485726,521.982085048946,470.488670682006,465.375285254726,501.544857924014,474.935172712906,477.086395548044,476.67180163517,479.967789335097,479.292910451237,470.238607518124,478.976055028463,485.379686107709
70,403.014993712984,357.017009536865,337.833016386531,408.313350665143,362.315715552553,343.131518695617,413.352039761047,365.652123400929,353.489197461921,366.8645391841,369.446957533898,355.66755470889,348.000364838313,353.343547478551,360.937664988394
71,386.247832865206,321.849515274166,321.861277516786,391.541371805927,327.142588965907,327.154093639092,380.963258370872,321.034839691296,329.955396286408,332.629092795878,323.410795050578,330.525084782881,332.567843726221,330.170210287335,340.849990719873
72,373.733180947127,371.207990343433,337.943264918597,355.484572542817,348.254577227631,326.22015759124,360.996676133288,365.335828625499,353.686594409587,353.755727193748,302.656031657886,308.666043897242,331.720407137165,301.246680008351,300.972269652709
73,556.893512294033,562.294061519336,568.867898858351,562.18626003004,567.588038884729,574.160774455328,563.863503188353,567.755622967657,578.276253295194,568.678487420937,572.29327468275,582.643358932008,578.366283292584,582.882906763125,592.609392527347
74,552.18208349399,489.591329755632,497.826047977128,475.490309416132,467.085836868965,468.404800462896,480.767280458064,466.503757161081,469.441870319729,472.585372905849,471.88979419905,474.159586833092,473.622565295029,479.216098012629,483.6754140931
75,381.043967759213,385.69751387474,389.502962748565,382.961427656908,390.996391074721,391.392326195262,387.469573840447,392.746297302767,396.275570531967,391.369637190649,394.197023878085,397.57033886079,395.175316216527,399.522697675901,406.18511635232
76,515.289401324357,441.990315814867,445.624865945537,520.587011664246,447.288948802883,450.923659559466,523.199438895065,445.778558366004,455.91228713493,452.796800382565,451.226150329017,452.286112908653,455.17790260569,458.920506738268,462.699613665173
77,545.680807047257,547.561300285203,527.800354488298,541.062514597723,556.219511695627,514.610829969134,536.504788224147,541.001257779092,547.646376442075,551.411473051266,555.145222492557,527.345697641588,538.61411883328,525.317503449774,531.994534484406
78,560.657799446063,557.297620997279,567.749308729545,565.956066577104,562.59662961663,573.048142508783,561.828373153934,563.968500484062,574.509253016501,564.598405742964,569.268293724833,579.280193976418,574.787288531131,579.690110843989,589.290475801918
79,516.314492477618,521.038197373622,528.469285579595,521.612299179995,526.336067807057,533.767053626835,527.122260211626,532.500788552378,538.212860403945,531.840391991253,537.346937572251,542.521785223478,539.273661819694,533.81064065245,541.708461257377
81,450.059785809499,446.284488168351,448.998142123503,444.220520738648,440.239811741333,445.897156397792,449.743309873574,458.121174563869,461.492203164919,457.077456385696,462.801075628319,466.590725428635,459.813350169681,464.7268022756,469.50553763888
82,476.163516313169,478.280264625415,461.493018266127,481.460118100385,474.945192992808,463.303853173601,476.76253636762,484.144343378875,460.410831171409,492.118847524843,471.980576927251,454.037325436401,468.950221045535,465.431096245983,476.71810884486
83,507.825798331078,489.293445376915,499.824295781464,513.123744368217,494.591759054486,505.120048013276,518.576971490599,503.575281399304,513.281270002417,500.094605337795,505.295969394304,515.3473300506,510.626924624592,515.805763018975,525.973311027875
84,519.762532937969,505.404436180964,511.82860011874,525.060906621802,510.702920451674,517.127016462397,519.191271625386,514.740515732989,526.511616082764,515.604907061402,520.035791861747,522.873790310644,516.264603610271,521.593035453804,531.346919148993
85,560.141689427099,564.604132877978,571.325552803114,565.439865174779,570.072550059658,576.650492054486,570.717380059117,575.99810685124,585.943440797213,576.006995095819,581.219270582104,585.507937297861,582.735452063578,585.176152445377,595.374892434525
87,561.716964633308,564.70779593599,573.546098730543,567.015579104238,570.006211431784,578.844574645036,575.441751206784,575.738982688992,587.21700135311,576.049959405554,580.878124479663,588.514858330234,584.289331574463,589.258395739769,600.050707551934
88,288.039614459988,254.065097839391,246.012095393334,260.711569073378,259.360327757308,247.955487078087,287.139376043943,235.274283558399,257.850664628498,250.981000279781,234.134801702722,260.752557468944,256.813896162996,250.017357353421,260.778474041275
89,530.834168843443,538.542945592482,543.081862770395,536.126493879828,543.835345302306,543.525070338819,543.67922753685,544.990896569962,552.715666501885,546.533050983794,548.804550071773,555.320735288426,546.908684286142,550.535554748128,558.388651811192
90,529.354064708525,534.652274769,542.965386234037,525.348804211137,530.600562500342,538.750110709172,530.368579281884,535.587136876584,543.750654881487,535.752586143113,541.017058089349,548.058985818914,542.391515019131,547.65399430809,557.427254616465
91,505.792452611659,465.856802046868,473.791295402497,511.090317391538,471.154903541124,479.089344362308,516.661169144854,478.798325217816,488.165899740433,476.666706927483,480.880876454993,490.126111858377,484.620843785782,488.84499908334,499.656094326233
92,561.410626850662,566.321141222103,571.3375627043,566.709403079187,571.619716577538,576.636339192867,570.193031276151,574.355724922638,578.891770408985,574.910346027919,578.88237106222,583.299934880349,578.452747027881,583.37572534384,593.09226952694
93,259.90305443792,259.442442201796,270.12699405481,261.346813138617,264.740056722358,275.424601395318,270.833902988702,254.040434966112,264.835555630063,270.191605888367,235.868324690971,254.818472513867,280.90544391378,242.019469905914,252.700858275157
94,514.540395623342,512.348064602642,518.514495375246,519.833200645546,517.640962438826,523.807506449058,516.710851234041,521.696774151529,529.525445706317,522.032824976156,522.4324633391,528.91025266679,529.980724201592,531.267170989277,532.111421650966
95,480.621702268401,484.728308899452,493.32546794766,481.564992588559,485.44639694675,493.801103565936,487.11511326543,488.944891913331,498.381012520967,491.00853519665,498.799134607139,503.627083221103,499.347350195592,504.236267615774,513.303483748837
96,501.238467397841,364.568385154856,348.89898541251,506.536040173182,369.866422567496,354.197065505617,497.055355607339,372.519213697568,356.24044098735,375.367691039519,373.647972937686,358.080147354557,359.322469601764,359.663157822759,367.975547235017
97,558.475690348517,563.627672271325,573.117132562966,561.545942777919,566.600789655727,578.416897391251,565.330807758882,572.471293008347,580.817126689251,570.326188869804,575.623800609554,585.321351954927,580.065004529063,587.605869349665,597.465683623981
98,369.793642017241,339.111883487864,342.027275781811,362.420393315052,344.410368263989,347.325059977981,367.962747671175,351.51182163764,347.894022577665,349.923637597801,353.547141959817,360.533516389121,352.837812971629,357.982050323939,369.046487281745
99,469.566019052527,472.486133159273,474.85196656298,474.864027864145,477.784036291968,480.150007238864,480.367835836034,485.081655600991,495.976890374587,483.290036288253,488.804840002278,486.380197272803,485.652988720797,491.165208002926,493.808056905744
100,522.553807448879,520.791689283725,531.013753085983,527.846671762833,526.084366601269,533.753004308514,529.420632648912,527.33566987181,541.435203738771,530.712225954932,531.72995391186,546.201322824799,540.920551754678,546.121412704463,552.427772610067
103,436.987895833304,436.308727373445,427.893961291028,417.237838348697,418.566984987546,411.824648994364,399.44777975325,405.420812988589,429.897420914131,405.089691087351,410.054769050122,409.647266134774,416.874616607756,409.941143182265,411.457198568533
104,453.077443361757,430.623163577768,436.19448361981,458.375055154358,435.921515028929,441.492624478193,458.559672773087,433.847632972484,440.955323437551,437.554173438771,437.703855154404,444.778787846783,442.73202035915,444.084895910307,454.151435135931
105,562.227069778787,567.226424167131,576.567432160884,562.017825452327,567.193523663273,576.676146987292,567.558464785416,572.851869881271,583.438358236904,578.739483097087,578.288954355202,588.866728436464,582.15896550788,587.876757333388,598.419935073258
106,562.453083381246,560.665100345239,552.651833052072,567.751344360933,565.965778948315,557.951593341383,575.879456113515,567.416813811364,574.393057708513,563.746948472931,569.045843474747,564.007900217416,557.033372337466,562.345701350093,546.247917585702
107,492.192621071272,493.589541897735,503.402599849282,497.487506727516,498.886522461364,508.699651135206,501.447708080531,503.373839460972,513.470108829083,500.237437245205,504.643470837383,511.325128029438,502.746388059655,513.564232968676,517.193272164659
108,534.979691891961,530.265289243476,539.393801271323,540.278329769742,535.56263323573,544.694087694905,545.781922538413,546.689445076553,555.240843270471,541.064043961007,546.423091058459,556.556495663115,550.191540066412,555.05016087255,565.089028357204
109,545.321153102507,545.496041187168,543.790589825546,514.764406983346,519.876633320679,512.491709693925,539.114462565271,524.38532098474,539.576198827203,513.173404537143,518.405715245731,517.903505342381,482.788321686309,483.093061461561,495.852481466581
110,556.819362009182,561.23495864727,512.377259220019,562.117963621195,566.53360090677,517.675871308758,575.945478670753,569.889710241226,530.760602475337,564.929608754489,558.399874078576,532.146958393558,521.617704630713,526.422886594873,536.955380226818
111,357.843193409727,356.01544316748,355.229620039148,363.141272109936,361.313376929471,360.527465442214,368.02401765955,357.193160685291,363.654215732602,366.78372816413,362.45589458385,368.892235591075,365.996988280839,367.496637944175,376.943163726927
112,306.936859224408,241.775995564077,244.842646360909,312.228028132677,247.068924237752,250.135529190992,308.408900366652,259.498515997133,274.378359202359,252.227014906094,249.321298427533,241.414041872351,255.532456909979,249.28641413545,251.628711748505
113,459.838673360221,463.92288656458,472.972326612977,461.003457060925,469.220221770397,478.26996269817,470.633418309517,476.1168819277,486.578395288471,474.715728851947,480.2074067636,491.07804540552,483.762287625592,489.253401793792,500.231277212232
114,363.362321522584,291.680274717289,296.114533539639,368.655466360252,296.97416933755,301.407928826798,337.867940380271,308.205137400379,311.397206369136,302.47917655911,306.994147747143,309.659598761411,306.938038267108,310.627980609772,319.799133789968
115,449.770148917501,451.521398397245,417.684260360781,427.403636334941,431.24460383457,422.981888973219,408.341815349976,379.48072687761,390.060692521924,413.191219270248,377.550369579362,395.857548891024,397.371850376862,377.344528946909,401.83668762822
116,532.720477247942,530.142368439365,513.23970382979,538.017912607642,535.440156181078,518.537468842791,538.609486634057,533.394447048627,522.708450134094,532.872070890981,537.760541833408,523.038389484669,523.832281954153,527.883986165028,533.721512645371
117,540.716419729751,543.680886835936,509.49399647432,539.768386958487,548.228942779803,514.790055863967,535.048557054082,523.338572166767,515.752063004406,528.392063628064,529.512452485694,520.582515701761,502.310769848665,509.963665446452,519.880309990911
119,475.802043837431,481.099529214101,473.180357357562,472.093693227511,477.334311350543,468.726133625104,477.592282852823,482.579389039084,477.261014152266,482.833658917902,487.541692616511,476.521491359576,474.219508859471,489.458775856049,486.811011094203
120,542.168793671563,547.465469347376,556.467907503118,547.467176638087,552.763863107296,561.766380001547,544.897243089749,547.962264734679,554.461638551917,550.351980494276,553.438517031365,561.250767456277,553.676592048689,554.138362928524,565.748784731348
122,548.313131916278,544.470351324125,550.974913550969,553.610527419991,549.767789234123,556.272469099047,551.751174774935,554.286195260389,564.662891249844,553.738134117637,559.089685201985,568.507791861214,562.830233576658,567.937209916102,578.275087129728
124,400.070763355526,180.586021580695,163.295234343584,405.368900738669,185.884519218165,168.59373509988,377.871917868018,184.806448295438,172.315578849158,191.384328239692,187.426230303365,174.826731348832,174.103059664041,172.107234054146,181.307601865624
125,416.164198404159,421.507140040991,430.902689286935,400.082880789217,401.995704175562,407.776184497685,379.198362560482,384.488350451822,394.995099409712,384.49085466413,389.800453843998,400.222311964589,394.89467644831,400.181174486959,410.145373666161
126,564.370200203536,569.430600665809,578.272519868414,569.668291446666,574.728803195681,583.572863357882,574.97124032282,580.018949520632,590.054068280913,579.762201201394,585.062988044703,594.61546939254,587.861776198949,593.11156365665,603.471992359499
127,526.65175191966,516.779890758794,515.993882063378,531.949631788597,522.078401295427,521.292474136716,536.8190076984,519.410027277724,517.725959165116,527.054373086858,524.260752966791,521.762870947848,526.75922501631,522.755004827759,531.623784674562
128,314.327013172377,306.604251713626,298.712122880422,319.92128638448,303.499587632401,304.00949626993,314.038311629095,319.809715729942,308.034994438369,317.395742248668,328.794408680161,311.733888378578,304.087931037128,330.865239942211,317.696287608193
129,529.07429813058,446.017751819213,455.78311031064,476.152266715266,440.424617110921,450.546417057684,472.143483584368,446.610148994634,456.219479349027,445.916771490647,448.048814081067,449.71600640055,455.980891670823,458.177794164194,457.648274857467
130,406.091808968788,360.538311266947,361.925671580631,357.849348428606,346.377407448762,352.028529063765,354.328805222464,315.86114621571,326.360452023263,341.690663045755,320.110916664124,329.62612257647,337.963519165148,307.600349187365,311.104965358882
131,551.21521249719,554.587360479501,564.074211226742,556.51320556328,559.885546159826,569.372227388121,554.875668304156,560.045996323696,570.520406924572,559.991885803063,565.274564630424,575.112427064765,567.926368590468,573.097082254634,583.218258112796
132,445.142447551306,450.48189851145,456.998331244623,450.440647921442,455.780076099554,462.296910503526,450.313011518451,455.798357294775,466.878832391397,453.286537531733,449.415513495837,459.94655208246,460.845464091601,458.697824730144,468.811446749087
133,564.81107034022,434.361304414599,434.416496382265,521.606197947951,410.76759946123,409.220947639695,452.970258273902,390.059089652202,393.36868454719,416.259898069211,373.716793428761,376.949046587331,409.3585286958,374.525540345751,385.313317219561
134,549.909356132171,550.943720078526,543.080179034546,555.201315628887,556.238412557267,548.378565659177,569.988732092216,558.483804101431,565.14817478707,552.409569409917,557.504959878442,572.204750977623,546.451090890854,568.540375204018,561.454818222133
135,561.220670594959,557.12045086956,556.26838131325,566.513992213692,562.413941955443,561.561786546071,573.113409776021,566.141963201539,576.470976795568,568.197353049638,571.389084915293,571.385121391043,567.037012922255,572.22664176073,581.998762341873
136,482.847588030577,485.518643575848,452.714004926195,465.990520110758,490.80889429099,442.292288232399,467.498237286137,472.560155985662,438.481855699575,472.568624842916,474.678587578084,460.024606763891,457.146799648809,458.441655002885,446.091400709295
137,122.925070279519,121.879962775795,119.268099526717,122.673669531157,127.179700101838,124.567658372724,126.080013180725,118.70756153577,123.32135696322,109.816020333641,121.050317168935,106.788355236465,99.1903714581255,103.966333391792,112.526777141786
138,487.983079028214,482.834955182726,481.108154268597,493.285442853798,488.138326578264,486.405301262697,487.741095305522,487.086183417361,489.506651835423,493.64021222113,491.901354330429,493.702578829348,491.931799154064,494.871569914584,504.039547936877
139,561.286241564273,566.702356023416,577.161979302609,566.579982029927,571.996058010427,581.473744259305,573.126500618365,578.388245264601,589.005478674895,578.478168165936,583.775955029429,594.369086162963,587.557326515035,594.290744712552,604.889928811733
140,559.676497824033,560.725205654192,563.731525302547,564.976614575747,566.026016692386,569.030239324868,569.336199465633,570.050417149757,575.733189216077,570.57986695462,575.179792078791,572.617360648388,581.264374432217,570.972670757585,579.074634059247
