matlab_id,1L,2L,4L,1LS,2LS,4LS
56,550.721061573878,551.849105378934,553.603114731175,552.720394992814,553.84847634417,555.602508801222
57,530.106702753948,522.215375235545,493.370393791072,532.10620311979,524.215232321122,495.370037945383
58,390.836709155331,393.033524699444,383.67181477933,391.986884774178,394.198345362001,383.394015617603
59,436.644218644355,363.015073932525,343.506180799908,438.64345242405,365.014926769625,345.506294960017
60,499.482314707259,494.951700506454,492.206078261369,501.482637006107,496.952256230925,492.66670474638
61,546.541561979612,548.436398244279,538.028408855917,548.54162672301,550.436437287937,540.028447759795
62,549.235108946647,523.524078898452,514.140697097639,551.234608769256,525.523038966969,516.13938147533
63,508.661647890667,375.527579998035,346.834198201995,493.432265537557,377.526249289212,320.793089987212
64,367.544962323362,320.701104626205,317.194694805437,369.554466732461,322.699658749976,319.193259179329
65,482.643285488569,402.761047747432,398.749776388771,484.643403968329,402.927930575999,400.750785186223
66,554.818153079455,556.952687555607,560.39953505599,556.818570561731,559.268863842316,562.485651518194
68,491.748916034044,488.196853704236,470.368178221336,493.748920001583,490.19697324195,472.370575823191
69,513.924884152191,459.546969675083,449.05782424546,512.08713337638,457.295401297962,445.585381213792
70,396.418359039447,347.122057395913,321.341430821816,398.418391192556,349.122445984508,323.341614186001
71,379.661224556488,311.969601171383,305.394754835571,381.660786842663,313.969371700172,307.394265305893
72,367.136545434981,361.313066988153,321.451678526816,345.5896212796,335.061281729589,306.430253093612
73,550.306902143366,552.414148751713,552.401373424523,552.306341584308,554.4138405849,554.416978419106
74,545.595473868304,479.711415280574,473.265783252281,465.610394958454,453.912617573445,448.644971390929
75,374.447332392129,375.802573254004,373.011379476862,373.066475693094,374.518377136506,371.602423285947
76,508.692766684123,432.095363709053,429.133279119233,510.692122889047,434.09567935665,431.133566627044
77,539.08417229589,537.666345356283,511.308767700689,531.167562514106,530.33876916287,513.306664289486
78,554.061164782215,547.402701675542,551.25772203513,556.061108176785,549.403361419872,553.257913458607
79,509.71785775198,511.143245286885,511.977698840011,511.717351286667,513.1427977096,513.977149023355
81,443.463154777117,436.389540081466,432.506558243586,445.461466146024,427.04653004165,434.504906982015
82,469.566884281395,468.385314130033,445.001428872201,471.565214378122,461.751938186207,447.000759756595
83,501.229163810909,479.39849257737,483.330351486213,503.228849322181,481.398477123441,485.330362036492
84,513.16589575022,495.509484167761,495.337013566967,515.165956477695,497.509742091996,497.337115122219
85,553.545054537035,554.709179584548,554.833968244282,555.544271743554,556.714483949451,556.833173316017
87,555.120329448585,554.812843765525,557.054511336631,557.120314749444,556.812988647969,559.056931379449
88,281.442979740833,244.170119698442,229.520508749409,250.816617629852,233.049268197673,228.166812759119
89,524.247558349409,528.663031188253,526.615338678973,529.591690473018,527.859682919317,523.765242672757
90,522.757429952209,524.757322725406,526.47379943397,515.453851661396,517.407293720114,518.960206725421
91,499.195817774729,455.961850020717,457.299708591934,501.195367775164,457.961634974596,459.299442301227
92,554.813992178748,556.4261886601,554.845936307597,556.814259209873,558.426640678146,556.846220671224
93,253.306419706586,249.547487585852,253.635409855637,255.30580526546,251.546819181683,255.634698370597
94,507.953787695817,502.468145986691,502.047975711105,509.953284195814,504.467695575173,504.047693024585
95,474.025067625959,474.833356417113,476.833880586804,476.027174018012,476.834283156589,474.011199456182
96,494.641832663575,354.67343305566,332.407398700924,496.641088625873,356.673158052018,334.40716020903
97,551.879055606869,553.7327201376,556.625545678166,551.65099063852,553.407520171986,558.626218355524
98,363.197007278366,329.216931351626,325.535688914878,352.5254415506,326.317564677129,327.534919679881
99,462.969384405504,462.591180754431,458.360379747456,464.96906930507,464.590766053913,460.360100880548
100,515.967197883366,510.911774672382,514.547228783973,517.966759546785,512.911139926864,516.548476536356
103,430.391263288017,426.413777355135,411.402379089209,407.342886311733,405.373715993938,392.035245182269
104,446.480808635032,420.728211547577,419.70289684115,448.480103011947,422.728246813161,421.702720139115
105,555.640459920198,557.346509809499,560.100907863967,552.137911003671,554.020303946929,556.916318077158
106,555.856448632583,550.770149909977,536.160246155545,557.85639010996,552.770191035971,538.160214893909
107,485.595986258071,483.694589805195,486.911012964655,480.042308386584,485.691991296633,483.662430516003
108,528.383057116343,520.370337167299,522.902214444105,530.383338282766,522.370791817295,524.902969370637
109,538.734543251925,535.616119652333,527.324056225626,504.884492539119,506.703414239206,492.73187909501
110,550.222727268235,551.340006583413,495.885674212565,552.223011465318,553.340273628587,497.886585660427
111,351.246557048199,346.120491141352,338.738033161416,353.245971695242,348.12010552985,340.737562298099
112,300.350249640597,231.896081029909,228.376122287885,293.012349208855,233.895703792568,230.37569897775
113,453.242038635073,454.027934411992,456.480739753421,455.239190317467,456.027036318684,458.480057966615
114,356.775713066646,281.800360375284,279.648009241323,358.775404319725,283.800501277729,281.648128729259
115,443.173514148048,441.626446189098,428.652228526876,417.508684274105,418.051334345507,399.333096548438
116,526.123842477901,520.247416407105,496.748100168497,528.122845924124,522.246886887493,498.747496303748
117,534.119785148014,533.785937164194,493.002271462268,529.87343460918,535.034563952613,495.000217692292
119,469.205409140442,471.204577091801,456.688770429693,462.198741163954,464.141041740173,448.936229427005
120,535.572158941739,537.5705171998,539.976320356504,537.5722246354,539.5705863723,541.976425968325
122,541.716495691566,534.575399266808,534.483330175515,543.715564260891,536.574534126306,536.482568700866
124,393.474128622318,170.691069477929,146.803646631192,395.473952980381,172.691103176447,148.803871048234
125,409.567563932027,411.612188161891,414.411102584757,390.18792907069,388.802434684487,387.986279877772
126,558.508562859146,559.535648456192,561.780936982681,560.508327665956,561.535534079361,563.790019848031
127,520.05511731946,506.884936981176,499.502296150579,522.054684907374,508.886320777541,501.503026858959
128,307.730379414159,296.709302684622,282.220547198614,298.645159330605,298.747836473663,284.219510483825
129,522.477663454365,436.122799647655,439.291523461821,466.257314591614,427.231347120584,430.697278859876
130,399.495174458672,350.643359162882,345.434084790935,347.954396415541,333.184137968885,332.238624896224
131,544.618577765193,544.692408094514,547.582651059729,546.618253474206,546.692268535399,549.582313799767
132,438.545812929513,440.586930861293,440.506755585883,440.546360075422,442.586845074209,442.508545006808
133,558.214435485142,424.466355088675,417.924908428422,511.711246086468,397.574333035636,389.431047441173
134,543.322746475314,541.063805611152,526.613661533822,545.321401599952,543.062348210228,528.618718360767
135,554.634060730681,547.240537574447,539.801835338032,556.634079715054,549.240735442345,541.801857057477
136,476.260978341515,475.638729126012,436.247480278746,456.110605632251,458.06083072451,422.532459209016
137,116.328435545921,111.98499452198,102.776487047262,112.77871749531,113.986407962701,104.777756936506
138,481.386443041424,472.939999620951,464.616567612743,472.313312499925,467.003715771265,466.615258650467
139,554.699632273431,556.822440953545,560.695457436479,556.700015725817,558.822826552109,562.698941963067
140,553.079863188515,550.830253788563,547.240008517942,555.080123614588,552.830681939627,549.24022084534
141,508.763528822335,495.490330551251,466.766822239813,510.762720533817,497.489757387486,468.766233104867
142,500.79752608934,249.435272910179,229.419753473855,490.691772897417,251.43497277091,231.419113585159
143,430.881929359175,431.405806548089,388.211708465728,407.107414902953,409.137603099791,379.18956553897
144,398.830962470179,375.998391438709,377.65843324081,393.118632918026,377.997443843401,379.657444491867
145,552.715441406742,554.091088938925,556.812496539666,549.310822677963,556.091825901079,558.831967976384
146,558.034112460126,553.115858789273,539.335676102457,553.275302802838,551.697640394329,541.334752679745
147,443.285490810153,440.201174770717,397.918170744695,445.285153572032,442.200898387572,399.917999716533
149,557.11562113757,559.12823873041,562.970041900729,559.116642096041,561.128541843726,564.970440222944
150,457.076975803244,452.201146588451,438.656625754439,459.077386312957,454.201638897279,440.657168224813
151,514.851637919565,506.652714497724,498.467039898577,516.85197889195,508.652957761377,500.469927780569
152,340.113966237971,341.33210421382,340.893668185437,342.112541107614,343.337883861936,334.549594376791
153,555.939681938231,554.92700730211,558.660204720133,557.939499452688,556.926779117487,560.659951517161
154,479.495948468495,478.869268116536,475.215252945494,466.589655807354,480.867080298134,460.129144264581
