matlab_id,1L,2L,4L,1LS,2LS,4LS
1,542.678259805481,543.604543987379,544.61873664505,542.314731732393,542.680738653899,544.477364060571
3,492.383515684813,471.748728199184,425.873077220373,485.603515372487,473.747916184751,422.820442446251
6,315.421102587084,296.911077677836,299.617871780736,317.420144136494,298.91064249681,301.617433578356
7,324.315898684771,324.645919735799,327.010208284261,326.315744825286,326.645852061481,329.010334937115
8,548.22739550119,540.148333294558,539.83271109468,547.578735007312,539.373279241114,539.101810514134
9,309.358004625239,259.296556342214,240.780291225996,302.638937580231,250.938227722401,232.114372243594
10,540.070391063393,531.677558016716,534.608933519599,542.070641345369,533.677861055657,536.609312671922
11,558.720855756688,560.638262563303,558.237507763972,560.875529200706,562.638945940436,560.237811657575
12,530.809051039117,532.907466234425,515.919116619689,532.808828976223,534.907185333905,517.918976321967
13,335.73243815867,324.543442066298,327.449939410943,337.731610747321,326.54303112896,329.449672075036
14,468.785764602559,376.004389758922,367.921552885268,464.635784073768,378.005492294644,360.562691880659
15,520.49819492393,513.537264715216,495.358639527641,522.497990954805,515.536055425374,497.357859435638
16,460.05827593423,420.407352029883,418.887390617073,462.05630638433,422.406783888341,420.886564175928
17,459.43515624984,460.058780299326,439.22590539349,461.432792427587,448.503203319826,430.571325623077
18,495.497281409851,496.732369333837,498.932222468078,494.058148674246,498.732947780348,497.846023597864
19,411.898787319488,377.561493439882,360.180452804835,407.541834160689,370.09103022926,352.886912625262
20,526.06196320518,514.595626212008,509.616207817304,528.061278319557,516.595064371226,511.615881665967
21,345.308843143112,340.728734837213,304.496941829406,334.383802783118,329.429849593561,291.972696705523
22,191.386530311395,192.902177231938,195.134174144203,186.013021454348,194.900985345206,190.104616433263
23,415.774719480132,413.12093179524,400.850546842022,412.720095126227,408.78570495845,396.802760360138
24,310.125929359045,300.027708147163,270.956030047218,302.435358445113,291.178704310373,260.889486110397
25,420.660799966333,411.531425472866,414.668593565375,422.660066238186,413.530827818961,416.668147529514
26,401.889611203979,383.039044363848,384.038107535358,403.889090760076,385.038662230721,386.037822014674
27,413.753245575428,321.716716996418,295.846694362573,406.798461130709,323.717130043785,294.264105989871
28,393.476141387064,394.074406619608,374.066883249238,390.180710264103,396.07346061198,376.065803927152
29,413.977457223261,389.249500933619,353.099476829378,411.088123561579,391.248928413684,355.099121577131
30,509.324117559345,498.394927417536,499.604070587913,511.32347023539,500.394723558567,501.603759626716
31,526.295249053234,515.837771798005,510.427406547849,524.463923042819,517.839962472936,509.663763646987
32,509.765265496806,510.400456813221,483.039623198082,509.391379773504,509.90994768035,483.506123159157
33,558.556846870394,559.638326613228,562.156121646358,560.575917011507,561.638911488487,564.157966693032
34,549.155319527757,527.037069487233,528.112592165977,533.949566496692,529.039609356734,530.112419911459
35,435.766936838245,426.76513109063,410.951317552156,427.145220139827,417.209303163377,399.377048853325
36,551.219088489371,549.828911373255,537.223440094794,553.219191392497,551.828920166824,539.223367962903
37,455.450725026755,425.088669031316,407.56386429878,457.450730425961,427.088610394117,409.563739337721
38,518.454414740208,458.463918403933,431.197728435244,517.979015235396,456.206249437878,433.199821717724
39,546.757541879181,547.162847104537,544.988240628913,548.757533156079,549.162776917551,546.986642365818
40,508.361011583896,500.438409744247,482.99077677985,510.361163571494,502.438596005429,484.99106834395
41,480.523343768114,416.495147510263,387.798280348963,466.516685607827,408.667178156647,389.797560718431
42,544.853343841249,545.968197912763,550.089166641945,546.852850772134,547.967473805395,552.09197093064
43,529.904296264891,417.454260068479,381.3335254833,531.903937181939,419.453937737176,383.333298967386
44,546.941237930554,541.314097016663,539.059227797792,548.940363999901,543.313398206505,541.058830117065
45,544.450915395582,541.972490273702,541.128207861826,546.448606628872,535.363856946041,534.562393962206
46,469.253869971701,469.811673801326,463.645105283492,456.217860082855,458.25585857571,465.644220379527
47,496.251870982917,484.709654372937,479.13468455818,498.249996777822,486.708902200529,481.134445477211
48,552.695486579284,536.985759864867,531.527968748276,557.398855657404,535.686846725955,533.527678797741
49,549.073968240249,550.845915840103,551.048435005582,548.382810612434,550.062489283651,549.881198123509
50,237.188671997783,202.737835675579,189.754201615471,239.196521455173,204.736306440412,191.753700974796
51,554.96105828871,556.964615439259,558.804226361643,556.961361575409,558.964777199815,560.805716774099
52,417.900596230393,307.434975276034,281.332922423064,415.119637876508,309.434665361892,283.332403879124
53,210.463810842902,211.99857505683,180.982933662832,212.463046567535,213.99789595577,182.982270317071
54,270.087959989694,272.063232326131,270.170754021779,267.497767121855,274.062723133244,267.600298855103
55,446.106979361921,438.741540932535,426.299191244839,448.107295617084,440.741717548037,428.29928943218
