1,269.34,-271.34,542.68,549.25,0.64862,0.53891
3,275.03,-277.3,554.06,560.66,2.3347,0.04149
4,260.12,-263.35,524.25,530.83,8.2266,0.02992
5,255.98,-258.31,515.97,522.55,3.4157,0.10333
6,173.62,-179.82,351.25,357.84,23.994,0.021351
7,268.86,-271.88,541.72,548.31,6.5745,0.013693
8,277.11,-279.23,558.21,564.81,0.3145,0.20455
9,197.42,-200.9,398.83,405.43,10.212,0.085219
11,165.87,-169.55,335.73,342.32,11.655,0.17656
12,153.06,-159.16,310.13,316.71,23.584,0.028605
13,215.88,-221.11,435.77,442.36,18.861,0.020663
14,232.63,-235.23,469.25,475.85,5.3192,0.12759
15,263.05,-265.05,530.11,536.7,1.2107,0.41094
16,252.33,-254.59,508.66,515.26,3.3551,0.20283
17,181.77,-189.1,367.54,374.14,30,0.027647
18,239.32,-241.94,482.64,489.24,5.3355,0.10372
19,275.41,-277.65,554.82,561.41,0.27217,0.93506
20,243.87,-245.9,491.75,498.35,1.4614,0.72971
21,254.96,-258.02,513.92,520.52,7.2058,0.02659
22,196.21,-199.39,396.42,403.01,8.6433,0.10852
23,187.83,-195.19,379.66,386.25,30,0.019944
24,181.57,-186.91,367.14,373.73,19.557,0.023086
25,273.15,-275.5,550.31,556.89,2.5098,0.02344
26,270.8,-272.8,545.6,552.18,0.6406,0.48528
27,185.22,-189.09,374.45,381.04,12.053,0.051434
28,252.35,-255.5,508.69,515.29,8.0084,0.04438
29,267.54,-269.56,539.08,545.68,1.4219,0.30691
30,252.86,-255.17,509.72,516.31,3.7257,0.19627
32,219.73,-225.63,443.46,450.06,22.24,0.014795
33,232.78,-238.56,469.57,476.16,21.765,0.020933
34,248.61,-250.82,501.23,507.83,1.2179,0.97087
35,254.58,-258.82,513.17,519.76,13.335,0.013208
36,274.77,-277,553.55,560.14,1.8706,0.038877
38,275.56,-277.81,555.12,561.72,0.26606,0.93969
39,138.72,-146.09,281.44,288.04,30,0.019186
40,259.38,-261.39,522.76,529.35,1.5783,0.4203
41,247.6,-250.78,499.2,505.79,8.3826,0.06372
42,275.41,-277.69,554.81,561.41,2.3312,0.035486
43,124.65,-131.95,253.31,259.9,30,0.037554
44,251.98,-256.23,507.95,514.54,13.527,0.015614
45,235.01,-237.74,474.03,480.62,5.6656,0.058642
46,245.32,-247.37,494.64,501.24,1.9517,0.52171
47,273.94,-275.94,551.88,558.48,0.75888,0.34633
48,179.6,-183.15,363.2,369.79,10.417,0.06069
49,229.48,-232.33,462.97,469.57,6.8936,0.1617
52,213.2,-220.56,430.39,436.99,30,0.018717
53,221.24,-223.35,446.48,453.08,2.5379,0.47245
54,275.82,-278,555.64,562.23,0.16854,0.41496
55,275.93,-278.07,555.86,562.45,0.291,0.8135
56,240.8,-242.88,485.6,492.19,2.2796,0.48432
57,262.19,-264.23,528.38,534.98,1.687,0.28929
58,267.37,-269.42,538.73,545.32,0.69201,0.82705
59,273.11,-275.11,550.22,556.82,0.88013,0.35949
60,148.18,-151.67,300.35,306.94,10.297,0.083018
61,224.62,-226.73,453.24,459.84,2.4919,0.64685
62,176.39,-183.75,356.78,363.36,30,0.019429
63,219.59,-221.86,443.17,449.77,3.754,0.47199
64,261.06,-263.14,526.12,532.72,2.0241,0.26161
65,265.06,-267.73,534.12,540.72,5.4368,0.068211
67,232.6,-234.69,469.21,475.8,2.2861,0.59548
68,265.79,-267.78,535.57,542.17,1.0882,0.5739
71,194.74,-202.12,393.47,400.07,30,0.01576
72,202.78,-206.56,409.57,416.16,11.923,0.10169
73,276.89,-279.18,557.77,564.37,0.15332,0.89741
74,258.03,-260.15,520.06,526.65,0.90808,0.93187
75,151.87,-159.19,307.73,314.33,30,0.030698
76,259.24,-261.36,522.48,529.07,2.3936,0.23485
77,197.75,-200.29,399.5,406.09,5.2483,0.23713
78,270.31,-272.3,544.62,551.22,0.93625,0.47116
79,217.27,-222.7,438.55,445.14,20.182,0.035129
80,269.66,-271.65,543.32,549.91,0.78678,0.52881
81,275.32,-277.42,554.63,561.22,0.26742,0.48441
82,236.13,-238.38,476.26,482.85,3.4663,0.28633
83,56.164,-63.468,116.33,122.93,30,0.036435
84,238.69,-243.86,481.39,487.98,18.457,0.016437
85,275.35,-277.63,554.7,561.29,0.16427,0.89007
86,274.54,-276.85,553.08,559.68,0.31336,0.97392
87,252.38,-254.81,508.76,515.36,4.1123,0.10519
88,248.4,-250.65,500.8,507.39,3.096,0.15111
89,213.44,-218.7,430.88,437.48,19.706,0.074357
90,274.36,-276.36,552.72,559.31,0.6787,0.41033
91,277.02,-279.2,558.03,564.63,0.82519,0.036891
92,219.64,-224.81,443.29,449.88,18.706,0.026751
94,276.56,-278.68,557.12,563.71,0.70008,0.078335
95,226.54,-228.81,457.08,463.67,3.4829,0.21034
96,255.43,-259.04,514.85,521.45,10.099,0.016752
97,168.06,-175.41,340.11,346.71,30,0.021986
98,275.97,-278.29,555.94,562.53,0.47906,0.01439
99,237.75,-241.04,479.5,486.09,9.0367,0.066925
100,244.19,-250.08,492.38,498.98,22.213,0.016207
103,155.71,-162.53,315.42,322.02,27.461,0.034697
104,160.16,-164.28,324.32,330.91,13.345,0.040049
105,272.11,-274.92,548.23,554.82,5.5802,0.020963
106,152.68,-160.06,309.36,315.92,30,0.015909
107,268.04,-270.08,540.07,546.67,0.70452,0.81518
108,277.36,-279.86,558.72,565.32,0.4878,0.0022869
109,263.4,-266.85,530.81,537.41,9.3359,0.022899
110,232.39,-239.8,468.79,475.38,30,0.012535
111,258.25,-260.25,520.5,527.09,1.3163,0.64155
112,228.03,-230.35,460.06,466.63,3.9049,0.24843
113,227.72,-233.96,459.44,466.03,24.16,0.018145
114,245.75,-247.97,495.5,502.08,3.0455,0.18156
115,203.95,-206.24,411.9,418.5,3.8484,0.44669
116,261.03,-264.72,526.06,532.66,10.56,0.018814
117,170.65,-177.97,345.31,351.91,30,0.032236
118,93.693,-100.63,191.39,197.98,28.315,0.056846
119,205.89,-208.07,415.77,422.37,3.0764,0.40374
120,208.33,-211.64,420.66,427.26,9.1414,0.067133
121,198.94,-202.21,401.89,408.49,9.146,0.10808
122,204.88,-212.23,413.75,420.35,30,0.022543
123,194.74,-198.75,393.48,400.07,12.773,0.04189
124,204.99,-208.64,413.98,420.57,11.171,0.087038
125,252.66,-254.81,509.32,515.91,2.6114,0.23818
126,261.15,-264.3,526.3,532.89,7.6021,0.020341
127,252.88,-256.73,509.77,516.35,11.506,0.022256
128,277.28,-279.5,558.56,565.15,0.38063,0.053296
